Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_19064415.001	7.83	0.08	Neural Network (Specific Model)	11	0.898	9982	280.3888888888889	319403	0.51	342	54	54728	None
maxbin_19064415.002	85.36	2.51	Neural Network (Specific Model)	11	0.907	9059	326.79149590163934	2105739	0.43	1952	311	34027	None
maxbin_19064415.003	28.67	0.2	Neural Network (Specific Model)	11	0.905	29079	388.435807860262	1472121	0.43	1145	114	120148	None
maxbin_19064415.004	55.35	0.04	Neural Network (Specific Model)	11	0.894	28412	347.40472356414386	2168690	0.43	1863	123	93568	None
maxbin_19064415.005	59.2	0.74	Neural Network (Specific Model)	11	0.889	4404	296.14445096887846	1697535	0.43	1703	445	24778	None
maxbin_19064415.006	29.76	2.25	Neural Network (Specific Model)	11	0.88	7702	280.3835263835264	1481247	0.39	1554	280	48534	None
maxbin_19064415.007	92.79	1.11	Neural Network (Specific Model)	11	0.912	46428	361.37537212449257	4387531	0.47	3695	221	208850	None
maxbin_19064415.008	60.95	1.74	Neural Network (Specific Model)	11	0.867	28227	323.661996497373	1277718	0.6	1142	130	103641	None
maxbin_19064415.009	21.93	5.0	Neural Network (Specific Model)	11	0.883	3622	258.35302390998595	1242847	0.41	1422	360	25008	None
maxbin_19064415.010	92.12	22.55	Gradient Boost (General Model)	11	0.909	4458	293.53349709691827	4324698	0.49	4478	1094	145233	None
maxbin_19064415.011	68.11	12.57	Neural Network (Specific Model)	11	0.906	3253	259.9287996348699	1880071	0.6	2191	613	12065	None
maxbin_19064415.012	47.13	3.54	Neural Network (Specific Model)	11	0.878	18160	317.0816135084428	1153448	0.6	1066	140	71774	None
maxbin_19064415.013	66.68	1.43	Neural Network (Specific Model)	11	0.874	6274	300.29824561403507	1698975	0.6	1653	351	56491	None
maxbin_19064415.014	97.24	34.47	Gradient Boost (General Model)	11	0.888	8136	296.19861778846155	6645277	0.42	6656	1266	68226	None
maxbin_19064415.015	64.62	19.34	Gradient Boost (General Model)	11	0.906	3420	272.2348271446863	3510367	0.37	3905	1058	85916	None
maxbin_19064415.016	45.63	8.3	Gradient Boost (General Model)	11	0.881	4776	252.1171712502889	3697788	0.5	4327	905	76996	None
maxbin_19064415.017	85.4	8.73	Neural Network (Specific Model)	11	0.909	6003	303.40450434474195	5626817	0.43	5639	1245	46846	None
maxbin_19064415.018	82.81	27.14	Neural Network (Specific Model)	11	0.863	6243	288.358595194085	2707193	0.41	2705	593	45069	None
maxbin_19064415.019	63.66	15.44	Neural Network (Specific Model)	11	0.879	8347	273.48676470588236	3795440	0.54	4080	710	110935	None
maxbin_19064415.020	99.3	3.49	Neural Network (Specific Model)	11	0.867	31207	304.9836261980831	2637031	0.55	2504	199	180869	None
maxbin_19064415.021	86.57	2.45	Neural Network (Specific Model)	11	0.916	4101	268.625175315568	2504008	0.32	2852	704	49345	None
maxbin_19064415.022	99.93	6.73	Neural Network (Specific Model)	11	0.886	51929	292.2486160040262	1963490	0.39	1987	125	205756	None
maxbin_19064415.023	96.92	3.41	Gradient Boost (General Model)	11	0.879	69169	302.3481654957065	2637830	0.53	2562	123	160427	None
maxbin_19064415.024	77.34	21.55	Neural Network (Specific Model)	11	0.923	3499	306.17158627309817	4135755	0.46	4167	1303	25379	None
maxbin_19064415.025	99.5	6.52	Neural Network (Specific Model)	11	0.887	38681	338.90138822403065	2391873	0.6	2089	176	97738	None
maxbin_19064415.026	99.99	3.15	Neural Network (Specific Model)	11	0.869	83237	318.49250708788986	2710788	0.56	2469	138	235387	None
maxbin_19064415.027	99.8	4.18	Neural Network (Specific Model)	11	0.862	48356	291.6874734607219	2387967	0.39	2355	179	247096	None
maxbin_19064415.028	85.82	1.92	Neural Network (Specific Model)	11	0.855	12449	325.08370288248335	2053831	0.57	1804	244	52962	None
maxbin_19064415.029	100.0	0.21	Neural Network (Specific Model)	11	0.876	70126	351.8573113207547	3062730	0.58	2544	96	133358	None
maxbin_19064415.030	96.4	0.42	Gradient Boost (General Model)	11	0.889	161934	322.3244005641749	2309765	0.51	2127	29	606827	None
maxbin_19064415.031	97.1	0.96	Gradient Boost (General Model)	11	0.858	96681	321.14931350114415	1960520	0.5	1748	34	268199	None
maxbin_19064415.032	69.41	5.34	Gradient Boost (General Model)	11	0.923	4928	272.0	2078636	0.63	2357	496	61600	None
maxbin_19064415.033	97.15	0.55	Gradient Boost (General Model)	11	0.887	54978	299.110599078341	2191362	0.54	2170	116	170923	None
maxbin_19064415.034	73.03	4.4	Gradient Boost (General Model)	11	0.916	5940	284.9833633093525	2071556	0.62	2224	473	25544	None
maxbin_19064415.035	66.27	24.01	Neural Network (Specific Model)	11	0.902	7224	290.2367750159337	3020542	0.43	3138	594	60299	None
maxbin_19064415.036	85.51	32.25	Neural Network (Specific Model)	11	0.906	12383	304.5344581069488	3517690	0.46	3497	617	102603	None
maxbin_19064415.037	95.03	41.97	Neural Network (Specific Model)	11	0.882	10671	297.89094775212635	3331960	0.59	3292	489	94121	None
maxbin_19064415.038	97.24	0.04	Gradient Boost (General Model)	11	0.891	131241	310.5225703664365	1964876	0.61	1883	40	267650	None
maxbin_19064415.039	83.36	25.04	Gradient Boost (General Model)	11	0.906	14202	295.78914919852036	2376146	0.64	2433	349	109777	None
maxbin_19064415.040	66.65	20.68	Gradient Boost (General Model)	11	0.926	4634	302.65269804822043	1703695	0.44	1742	447	23559	None
maxbin_19064415.041	36.41	17.06	Neural Network (Specific Model)	11	0.925	3006	298.2852512155592	1190729	0.44	1234	393	32454	None
maxbin_19064415.042	58.61	14.62	Gradient Boost (General Model)	11	0.906	8682	327.90608160123173	1409015	0.62	1299	235	68797	None
maxbin_19064415.043	53.34	7.3	Neural Network (Specific Model)	11	0.872	7436	268.16548295454544	1295113	0.6	1408	232	40522	None
