Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
cluster_1	95.2	0.0	Gradient Boost (General Model)	11	0.912	145036	347.7187637969095	2585675	0.57	2265	30	359258	None
cluster_10	89.74	7.47	Neural Network (Specific Model)	11	0.817	15149	291.35181898846497	7225290	0.41	6762	975	87781	None
cluster_11	88.62	0.62	Neural Network (Specific Model)	11	0.915	45976	308.39770723104056	3434609	0.72	3402	114	198721	None
cluster_12	90.34	2.83	Neural Network (Specific Model)	11	0.825	11807	291.6012163336229	6094693	0.39	5755	883	112139	None
cluster_13	75.95	3.26	Gradient Boost (General Model)	11	0.904	24028	359.36277932960894	3408989	0.72	2864	187	138422	None
cluster_14	84.88	9.14	Neural Network (Specific Model)	11	0.816	14711	303.68676470588235	6067178	0.38	5440	550	91911	None
cluster_15	98.98	7.57	Gradient Boost (General Model)	11	0.83	40308	301.55210237659963	6547181	0.48	6017	585	166181	None
cluster_16	83.73	1.59	Neural Network (Specific Model)	11	0.927	41902	324.1299651567944	3005718	0.69	2870	112	153002	None
cluster_17	98.23	0.13	Gradient Boost (General Model)	11	0.906	21124	332.31009615384613	3199817	0.73	2912	217	216340	None
cluster_18	82.66	11.59	Gradient Boost (General Model)	11	0.917	17364	361.0302345295281	4173099	0.71	3539	430	116023	None
cluster_19	76.41	3.6	Gradient Boost (General Model)	11	0.896	47361	319.6984126984127	1748857	0.67	1638	87	106819	None
cluster_2	89.75	4.21	Neural Network (Specific Model)	11	0.855	12677	301.19692801467215	4603220	0.43	4362	460	43668	None
cluster_20	76.78	1.49	Gradient Boost (General Model)	11	0.829	10070	271.04842105263157	3722495	0.47	3800	587	55169	None
cluster_21	70.75	4.79	Gradient Boost (General Model)	11	0.863	6067	310.5706452973429	5105168	0.66	4742	1109	44890	None
cluster_22	78.3	0.08	Gradient Boost (General Model)	11	0.92	16694	297.53656565656564	2395828	0.68	2475	250	77191	None
cluster_23	84.4	1.27	Gradient Boost (General Model)	11	0.893	17350	294.180062090376	2857762	0.65	2899	265	83222	None
cluster_24	65.94	5.51	Neural Network (Specific Model)	11	0.891	2861	305.1760973030143	3877290	0.61	3782	1412	9971	None
cluster_25	80.87	1.52	Gradient Boost (General Model)	11	0.902	17795	326.37205387205387	2577026	0.73	2376	191	68280	None
cluster_26	88.65	9.27	Gradient Boost (General Model)	11	0.837	22961	297.913451057336	4889357	0.51	4587	488	118664	None
cluster_27	66.07	0.1	Neural Network (Specific Model)	11	0.872	14853	359.33200490496625	4030600	0.59	3262	438	87500	None
cluster_28	72.54	5.33	Neural Network (Specific Model)	11	0.838	17637	312.354340362923	4557957	0.4	4078	299	97980	None
cluster_29	71.79	2.05	Gradient Boost (General Model)	11	0.887	3301	289.0862800565771	2070254	0.49	2121	666	45535	None
cluster_3	95.84	1.83	Gradient Boost (General Model)	11	0.818	43642	324.8353614889048	3322955	0.47	2794	201	198714	None
cluster_30	70.76	1.95	Gradient Boost (General Model)	11	0.893	9611	286.9591516103692	2449719	0.66	2546	375	50842	None
cluster_31	69.43	5.57	Gradient Boost (General Model)	11	0.925	9162	283.0350194552529	2353635	0.67	2570	358	40543	None
cluster_32	62.54	0.64	Gradient Boost (General Model)	11	0.886	3333	330.76257753273603	3246056	0.55	2902	1049	16372	None
cluster_33	56.42	0.98	Gradient Boost (General Model)	11	0.915	3030	281.5357282311597	2357228	0.58	2561	803	21966	None
