Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR9769298_fairy_all_metabat2_long_bin.1	8.68	0.05	Neural Network (Specific Model)	11	0.888	463749	276.7234468937876	463749	0.51	499	1	463749	None
ERR9769298_fairy_all_metabat2_long_bin.100	7.05	0.64	Neural Network (Specific Model)	11	0.949	61776	260.45323741007195	227595	0.35	278	6	63930	None
ERR9769298_fairy_all_metabat2_long_bin.101	3.21	0.01	Neural Network (Specific Model)	11	0.632	3990	142.71159029649596	248614	0.7	371	67	11072	None
ERR9769298_fairy_all_metabat2_long_bin.102	6.49	0.17	Neural Network (Specific Model)	11	0.902	154931	344.73394495412845	249584	0.35	218	9	154931	None
ERR9769298_fairy_all_metabat2_long_bin.104	9.63	0.0	Neural Network (Specific Model)	11	0.933	13058	274.34743202416917	290614	0.48	331	31	32622	None
ERR9769298_fairy_all_metabat2_long_bin.106	75.05	3.75	Gradient Boost (General Model)	11	0.914	37649	306.93659244917717	2073519	0.4	2066	85	200988	None
ERR9769298_fairy_all_metabat2_long_bin.107	7.18	0.0	Neural Network (Specific Model)	11	0.818	34138	215.10791366906474	217907	0.52	278	15	56898	None
ERR9769298_fairy_all_metabat2_long_bin.109	9.91	0.81	Neural Network (Specific Model)	11	0.872	11151	229.3879003558719	220703	0.35	281	30	34980	None
ERR9769298_fairy_all_metabat2_long_bin.11	8.08	0.17	Neural Network (Specific Model)	11	0.91	528616	315.94499017681727	528616	0.4	509	1	528616	None
ERR9769298_fairy_all_metabat2_long_bin.110	93.61	31.59	Neural Network (Specific Model)	11	0.918	339928	332.08097165991904	2945900	0.36	2717	52	800127	None
ERR9769298_fairy_all_metabat2_long_bin.116	24.62	0.58	Neural Network (Specific Model)	11	0.898	20505	306.70185614849186	880800	0.38	862	63	46373	None
ERR9769298_fairy_all_metabat2_long_bin.118	7.06	0.01	Neural Network (Specific Model)	11	0.912	34835	283.4439461883408	207240	0.4	223	8	90916	None
ERR9769298_fairy_all_metabat2_long_bin.119	99.49	1.18	Gradient Boost (General Model)	11	0.907	66012	284.5197174808711	1595921	0.46	1699	43	144266	None
ERR9769298_fairy_all_metabat2_long_bin.120	10.0	0.03	Neural Network (Specific Model)	11	0.914	9324	245.42972972972973	296600	0.54	370	37	30448	None
ERR9769298_fairy_all_metabat2_long_bin.121	45.22	10.12	Neural Network (Specific Model)	11	0.889	14213	176.67887269938652	3079508	0.36	5216	351	192692	None
ERR9769298_fairy_all_metabat2_long_bin.122	4.08	0.13	Neural Network (Specific Model)	11	0.881	20223	256.7118644067797	204964	0.51	236	19	58202	None
ERR9769298_fairy_all_metabat2_long_bin.123	35.43	5.23	Neural Network (Specific Model)	11	0.881	15504	270.0951503990178	1492587	0.5	1629	170	47859	None
ERR9769298_fairy_all_metabat2_long_bin.124	35.11	16.73	Neural Network (Specific Model)	11	0.834	5469	218.38161146811666	1579372	0.37	2023	328	22175	None
ERR9769298_fairy_all_metabat2_long_bin.125	81.26	5.76	Gradient Boost (General Model)	11	0.928	46539	333.5395590142672	2487119	0.42	2313	123	159249	None
ERR9769298_fairy_all_metabat2_long_bin.126	42.94	5.03	Neural Network (Specific Model)	11	0.896	22365	287.1525840853158	1169013	0.35	1219	90	55362	None
ERR9769298_fairy_all_metabat2_long_bin.127	81.74	22.63	Gradient Boost (General Model)	11	0.944	22070	282.7720286885246	1746910	0.34	1952	130	107712	None
