Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
cluster_1	94.44	1.66	Gradient Boost (General Model)	11	0.87	31305	293.6346306592534	1272684	0.34	1259	79	83219	None
cluster_10	30.57	2.0	Neural Network (Specific Model)	11	0.856	2845	210.194743130227	615130	0.48	837	230	13852	None
cluster_11	82.02	18.06	Gradient Boost (General Model)	11	0.907	2334	226.25584795321637	510522	0.35	684	214	7590	None
cluster_2	90.8	0.4	Gradient Boost (General Model)	11	0.886	28966	246.23955223880597	1114245	0.51	1340	74	66876	None
cluster_3	74.45	0.03	Gradient Boost (General Model)	11	0.916	4236	259.5943925233645	907345	0.43	1070	253	15112	None
cluster_4	62.19	0.62	Gradient Boost (General Model)	11	0.884	3646	229.53176470588235	989313	0.46	1275	308	10626	None
cluster_5	74.46	1.36	Gradient Boost (General Model)	11	0.829	10922	247.15322580645162	774058	0.45	868	113	26842	None
cluster_6	58.87	1.1	Gradient Boost (General Model)	11	0.89	2874	233.4142857142857	714406	0.35	910	260	13264	None
cluster_7	75.19	6.02	Gradient Boost (General Model)	11	0.837	3591	240.43411144578315	2286537	0.33	2656	702	17664	None
cluster_8	57.15	1.52	Gradient Boost (General Model)	11	0.897	3747	244.6715542521994	556091	0.47	682	174	10262	None
cluster_9	49.08	3.02	Gradient Boost (General Model)	11	0.887	2701	216.19978046103182	663986	0.49	911	250	10805	None
