Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	100.0	0.17	Neural Network (Specific Model)	11	0.881	80555	354.7593457943925	3099091	0.57	2568	69	255661	None
SemiBin_1.fa	99.74	2.01	Neural Network (Specific Model)	11	0.912	75009	364.94910807974816	4568204	0.47	3812	123	170452	None
SemiBin_10.fa	91.83	4.63	Gradient Boost (General Model)	11	0.927	27447	317.2738881549978	2327031	0.61	2271	148	81092	None
SemiBin_106.fa	16.25	0.15	Neural Network (Specific Model)	11	0.896	3637	293.5013812154696	708620	0.57	724	189	10129	None
SemiBin_107.fa	7.04	0.0	Neural Network (Specific Model)	11	0.906	3297	251.29799426934096	288747	0.52	349	85	10029	None
SemiBin_11.fa	6.93	0.05	Neural Network (Specific Model)	11	0.865	11020	262.12027491408935	263653	0.51	291	27	78261	None
SemiBin_112.fa	6.78	0.0	Neural Network (Specific Model)	11	0.91	3241	266.22680412371136	339290	0.6	388	100	7975	None
SemiBin_113.fa	18.63	0.04	Neural Network (Specific Model)	11	0.946	3793	272.8644444444444	387417	0.54	450	104	7956	None
SemiBin_114.fa	10.9	0.04	Neural Network (Specific Model)	11	0.958	3297	355.39554794520546	647473	0.48	584	192	7704	None
SemiBin_12.fa	16.83	1.13	Neural Network (Specific Model)	11	0.882	16085	293.3899883585565	854686	0.54	859	75	76398	None
SemiBin_126.fa	10.38	0.01	Neural Network (Specific Model)	11	0.921	3311	283.14240506329116	290843	0.65	316	87	6572	None
SemiBin_13.fa	94.3	0.0	Gradient Boost (General Model)	11	0.877	11424	310.4289145052834	2207759	0.59	2082	236	74837	None
SemiBin_14.fa	94.16	0.23	Gradient Boost (General Model)	11	0.866	22272	317.6802421574023	1996357	0.5	1817	128	68634	None
SemiBin_15.fa	89.32	0.33	Neural Network (Specific Model)	11	0.926	14413	422.1096725057121	5383224	0.44	3939	508	68417	None
SemiBin_16.fa	87.26	0.56	Gradient Boost (General Model)	11	0.899	14557	318.792847797645	2434922	0.6	2293	246	61923	None
SemiBin_17.fa	30.85	1.64	Neural Network (Specific Model)	11	0.885	17381	303.7317574511819	999361	0.43	973	92	56433	None
SemiBin_18.fa	23.73	1.09	Neural Network (Specific Model)	11	0.904	10109	288.0648815653965	925645	0.44	971	105	55473	None
SemiBin_19.fa	84.87	1.26	Neural Network (Specific Model)	11	0.92	13400	384.8168666196189	3551732	0.43	2834	361	54542	None
SemiBin_2.fa	99.94	0.08	Neural Network (Specific Model)	11	0.876	56448	345.9384003974168	2380880	0.6	2013	69	166971	None
SemiBin_21.fa	87.12	1.0	Neural Network (Specific Model)	11	0.911	15961	354.8646025878004	2526050	0.6	2164	219	52392	None
SemiBin_22.fa	5.76	0.0	Neural Network (Specific Model)	11	0.9	30552	270.9842767295597	286332	0.56	318	20	51472	None
SemiBin_23.fa	4.99	0.01	Neural Network (Specific Model)	11	0.911	27575	277.34156378600824	221237	0.57	243	19	51001	None
SemiBin_24.fa	81.39	3.94	Neural Network (Specific Model)	11	0.872	8079	298.67943661971833	1819375	0.61	1775	266	50307	None
SemiBin_25.fa	9.74	0.13	Neural Network (Specific Model)	11	0.876	21301	284.70108695652175	536348	0.51	552	48	47283	None
SemiBin_27.fa	76.85	0.47	Gradient Boost (General Model)	11	0.919	13211	311.96902050113897	2231119	0.61	2195	219	45551	None
SemiBin_28.fa	4.85	0.05	Neural Network (Specific Model)	11	0.885	12273	270.45602605863195	280337	0.54	307	36	45392	None
SemiBin_29.fa	6.67	0.01	Neural Network (Specific Model)	11	0.848	5715	236.54887218045113	221955	0.55	266	37	42473	None
SemiBin_3.fa	99.98	0.79	Neural Network (Specific Model)	11	0.871	43489	326.69158878504675	2165051	0.55	1926	94	133785	None
SemiBin_32.fa	70.19	0.6	Gradient Boost (General Model)	11	0.87	6417	283.93562231759654	1822888	0.63	1864	313	40323	None
SemiBin_34.fa	7.47	0.01	Neural Network (Specific Model)	11	0.874	8839	278.52472527472526	347336	0.55	364	47	38678	None
SemiBin_35.fa	22.24	1.61	Neural Network (Specific Model)	11	0.881	10491	276.2968142968143	1206286	0.51	1287	157	37964	None
SemiBin_36.fa	62.7	2.81	Neural Network (Specific Model)	11	0.889	11166	299.20454545454544	1508154	0.4	1496	179	36954	None
SemiBin_38.fa	79.41	1.93	Gradient Boost (General Model)	11	0.906	8397	306.64285714285717	2083407	0.64	2058	297	36083	None
SemiBin_39.fa	8.07	0.05	Neural Network (Specific Model)	11	0.918	5625	330.92275574112733	516312	0.47	479	95	35123	None
SemiBin_4.fa	99.24	0.09	Neural Network (Specific Model)	11	0.882	57907	340.5523623964929	2374509	0.6	2053	71	124874	None
SemiBin_40.fa	98.47	42.52	Neural Network (Specific Model)	11	0.917	7778	312.56198347107437	4687580	0.48	4598	712	35051	None
SemiBin_41.fa	9.08	0.21	Neural Network (Specific Model)	11	0.868	12225	261.29347826086956	414165	0.48	460	50	34695	None
SemiBin_42.fa	11.57	0.01	Neural Network (Specific Model)	11	0.888	8900	270.13002364066193	384879	0.5	423	57	32271	None
SemiBin_43.fa	13.68	0.22	Neural Network (Specific Model)	11	0.899	11892	290.48275862068965	476783	0.57	493	51	32058	None
SemiBin_46.fa	10.43	0.29	Neural Network (Specific Model)	11	0.911	10466	370.09208103130754	660364	0.43	543	86	31417	None
SemiBin_47.fa	79.29	2.4	Gradient Boost (General Model)	11	0.891	9725	299.0223325062035	2023793	0.64	2015	258	31366	None
SemiBin_48.fa	88.58	0.33	Gradient Boost (General Model)	11	0.9	10755	319.63590391908974	1681228	0.48	1582	192	31223	None
SemiBin_49.fa	83.3	0.03	Neural Network (Specific Model)	11	0.933	9002	374.2170767004342	3320313	0.47	2764	454	30554	None
SemiBin_5.fa	97.52	0.15	Gradient Boost (General Model)	11	0.869	44577	310.115980522355	2414995	0.59	2259	82	122528	None
SemiBin_50.fa	53.47	0.09	Neural Network (Specific Model)	11	0.914	5386	330.31991814461117	1586412	0.61	1466	311	29851	None
SemiBin_53.fa	5.92	0.0	Neural Network (Specific Model)	11	0.932	8037	379.95604395604397	222241	0.42	182	31	29381	None
SemiBin_56.fa	4.58	0.04	Neural Network (Specific Model)	11	0.928	6485	370.2289156626506	297214	0.45	249	45	26639	None
SemiBin_6.fa	80.96	9.24	Gradient Boost (General Model)	11	0.905	16855	320.6772100567721	2616306	0.62	2466	218	64173	None
SemiBin_61.fa	76.93	0.16	Neural Network (Specific Model)	11	0.877	6326	311.7551937113981	1894341	0.57	1781	335	24073	None
SemiBin_65.fa	5.33	0.03	Neural Network (Specific Model)	11	0.908	6883	265.87188612099646	245505	0.48	281	44	23125	None
SemiBin_67.fa	27.8	2.16	Neural Network (Specific Model)	11	0.906	4880	269.65886588658867	988069	0.43	1111	208	21647	None
SemiBin_7.fa	82.06	8.1	Gradient Boost (General Model)	11	0.897	27083	325.6552555448409	2254192	0.65	2074	153	113741	None
SemiBin_70.fa	44.54	2.48	Neural Network (Specific Model)	11	0.896	3838	275.83399840383083	1153742	0.62	1253	293	19801	None
SemiBin_71.fa	58.77	0.92	Neural Network (Specific Model)	11	0.906	5535	294.0149253731343	1562105	0.64	1608	299	19704	None
SemiBin_72.fa	65.58	0.9	Neural Network (Specific Model)	11	0.931	7238	309.8834886817577	1495917	0.43	1502	242	19608	None
SemiBin_73.fa	6.91	0.63	Neural Network (Specific Model)	11	0.901	5437	244.0424403183024	305362	0.55	377	60	19318	None
SemiBin_77.fa	46.13	0.11	Gradient Boost (General Model)	11	0.932	5300	324.1391035548686	673163	0.51	647	134	17003	None
SemiBin_8.fa	98.56	2.05	Neural Network (Specific Model)	11	0.911	37027	320.66180422264875	2744561	0.49	2605	125	111504	None
SemiBin_80.fa	5.31	0.04	Neural Network (Specific Model)	11	0.92	5075	251.15513126491646	341629	0.54	419	72	16489	None
SemiBin_83.fa	54.81	1.28	Gradient Boost (General Model)	11	0.904	4767	276.0392441860465	1255906	0.55	1376	274	15840	None
SemiBin_84.fa	46.0	0.52	Neural Network (Specific Model)	11	0.937	4424	378.33220625528315	1429100	0.46	1183	324	15515	None
SemiBin_89.fa	20.29	0.01	Neural Network (Specific Model)	11	0.944	3712	358.5632839224629	996361	0.47	877	259	14948	None
SemiBin_9.fa	96.32	0.79	Gradient Boost (General Model)	11	0.872	27636	314.14160700079555	2710864	0.52	2514	150	86164	None
SemiBin_90.fa	33.04	0.36	Neural Network (Specific Model)	11	0.937	3562	324.52878179384203	774458	0.37	747	201	14319	None
SemiBin_94.fa	29.61	0.34	Neural Network (Specific Model)	11	0.912	4213	266.8937920718025	1170032	0.59	1337	284	12598	None
SemiBin_96.fa	39.98	6.17	Gradient Boost (General Model)	11	0.921	3807	266.6782713085234	1442162	0.62	1666	373	11838	None
SemiBin_97.fa	51.1	2.16	Neural Network (Specific Model)	11	0.931	4581	294.0601374570447	1099009	0.49	1164	248	11818	None
