Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_3414571.001	99.6	0.25	Neural Network (Specific Model)	11	0.886	173255	353.5973377703827	2154796	0.64	1803	30	282053	None
maxbin_3414571.002	5.2	0.09	Neural Network (Specific Model)	11	0.871	7853	251.16307692307691	279506	0.5	325	58	43759	None
maxbin_3414571.003	7.07	0.07	Neural Network (Specific Model)	11	0.837	41550	260.8502772643253	503725	0.36	541	38	103667	None
maxbin_3414571.004	81.27	2.03	Neural Network (Specific Model)	11	0.865	71866	313.9433760683761	2035274	0.62	1872	60	161536	None
maxbin_3414571.005	99.41	0.18	Gradient Boost (General Model)	11	0.902	92281	328.83826354206684	2840369	0.53	2603	108	210421	None
maxbin_3414571.006	26.7	0.85	Neural Network (Specific Model)	11	0.863	52131	295.60193236714974	1060898	0.55	1035	86	172864	None
maxbin_3414571.007	100.0	5.64	Neural Network (Specific Model)	11	0.891	100771	313.45598591549293	4785173	0.45	4544	173	229154	None
maxbin_3414571.008	9.74	0.37	Neural Network (Specific Model)	11	0.85	15860	241.11867364746945	485516	0.37	573	54	55426	None
maxbin_3414571.009	98.5	0.4	Neural Network (Specific Model)	11	0.893	129873	322.9455289672544	3436593	0.49	3176	102	266164	None
maxbin_3414571.010	100.0	12.84	Neural Network (Specific Model)	11	0.901	129274	300.7712967986978	3685723	0.43	3686	88	294998	None
maxbin_3414571.011	99.25	0.02	Gradient Boost (General Model)	11	0.857	103131	328.4668405365127	3081660	0.63	2684	63	459793	None
maxbin_3414571.012	94.19	1.41	Gradient Boost (General Model)	11	0.905	89199	320.986013986014	3188061	0.47	3003	84	248107	None
maxbin_3414571.013	96.6	2.09	Neural Network (Specific Model)	11	0.878	46896	299.688178913738	3198137	0.55	3130	156	214604	None
maxbin_3414571.014	91.4	0.06	Neural Network (Specific Model)	11	0.864	70680	318.1256181998022	2231030	0.64	2022	60	191961	None
maxbin_3414571.015	88.21	2.47	Neural Network (Specific Model)	11	0.869	28995	306.2953532781668	3315632	0.48	3142	227	125504	None
