Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
DRR310878_fairy_single_metabat2_short_bin.1	100.0	79.03	Gradient Boost (General Model)	11	0.873	37883	272.0632607893766	5055462	0.47	5422	329	228527	None
DRR310878_fairy_single_metabat2_short_bin.10	75.29	3.26	Gradient Boost (General Model)	11	0.859	4411	270.9407725321888	3298133	0.47	3495	835	15589	None
DRR310878_fairy_single_metabat2_short_bin.11	93.51	34.18	Gradient Boost (General Model)	11	0.89	6676	237.42053231939164	2098512	0.48	2630	386	66541	None
DRR310878_fairy_single_metabat2_short_bin.12	83.43	1.62	Gradient Boost (General Model)	11	0.815	11100	206.9736726634489	1731076	0.42	2279	241	55493	None
DRR310878_fairy_single_metabat2_short_bin.13	4.04	0.08	Neural Network (Specific Model)	11	0.85	8592	187.52254641909815	248235	0.49	377	34	39100	None
DRR310878_fairy_single_metabat2_short_bin.14	43.22	0.4	Neural Network (Specific Model)	11	0.862	8509	254.25113122171945	780825	0.5	884	122	30907	None
DRR310878_fairy_single_metabat2_short_bin.15	24.54	11.85	Neural Network (Specific Model)	11	0.827	3472	214.5831715210356	1199667	0.33	1545	375	24209	None
DRR310878_fairy_single_metabat2_short_bin.2	86.87	0.19	Gradient Boost (General Model)	11	0.893	38525	254.76731517509728	1097656	0.5	1285	49	160361	None
DRR310878_fairy_single_metabat2_short_bin.3	5.54	0.18	Neural Network (Specific Model)	11	0.862	13761	237.239852398524	222673	0.45	271	28	19423	None
DRR310878_fairy_single_metabat2_short_bin.4	5.27	0.05	Neural Network (Specific Model)	11	0.828	6006	264.3071895424837	292204	0.35	306	64	22913	None
DRR310878_fairy_single_metabat2_short_bin.5	80.8	2.19	Gradient Boost (General Model)	11	0.844	14568	272.7005379557681	1619486	0.34	1673	202	75960	None
DRR310878_fairy_single_metabat2_short_bin.6	96.29	59.25	Gradient Boost (General Model)	11	0.874	5751	230.8457091237579	4370237	0.46	5535	914	63141	None
DRR310878_fairy_single_metabat2_short_bin.7	63.98	0.08	Neural Network (Specific Model)	11	0.882	10920	254.70123456790122	1049666	0.48	1215	147	38573	None
DRR310878_fairy_single_metabat2_short_bin.8	96.78	1.35	Gradient Boost (General Model)	11	0.831	175530	296.6962182269064	1724975	0.31	1613	56	426109	None
DRR310878_fairy_single_metabat2_short_bin.9	90.19	0.96	Gradient Boost (General Model)	11	0.842	7074	263.12006079027356	1846832	0.39	1974	364	32929	None
