Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR6869039_fairy_all_metabat2_short_bin.1	11.42	0.08	Neural Network (Specific Model)	11	0.559	2720	138.54316069057106	554100	0.41	753	203	7592	None
SRR6869039_fairy_all_metabat2_short_bin.10	9.62	0.07	Neural Network (Specific Model)	11	0.896	6601	331.6925207756233	800260	0.3	722	146	74186	None
SRR6869039_fairy_all_metabat2_short_bin.11	41.75	3.32	Neural Network (Specific Model)	11	0.921	3299	246.61671270718233	1160639	0.67	1448	382	10956	None
SRR6869039_fairy_all_metabat2_short_bin.12	67.88	0.04	Neural Network (Specific Model)	11	0.867	80958	342.094304388422	2532852	0.42	2142	36	192939	None
SRR6869039_fairy_all_metabat2_short_bin.13	9.12	0.0	Neural Network (Specific Model)	11	0.921	4288	245.4652278177458	332694	0.68	417	88	7521	None
SRR6869039_fairy_all_metabat2_short_bin.14	99.94	0.1	Neural Network (Specific Model)	11	0.875	109229	363.1985042735043	5823172	0.39	4680	88	288858	None
SRR6869039_fairy_all_metabat2_short_bin.15	4.53	0.01	Neural Network (Specific Model)	11	0.931	17595	229.90296495956872	273472	0.5	371	23	36094	None
SRR6869039_fairy_all_metabat2_short_bin.16	11.0	0.05	Neural Network (Specific Model)	11	0.881	7265	407.7770034843206	398188	0.21	287	64	17771	None
SRR6869039_fairy_all_metabat2_short_bin.17	46.76	10.79	Gradient Boost (General Model)	11	0.185	14217	75.75391460597245	14217627	0.24	11687	1531	123699	None
SRR6869039_fairy_all_metabat2_short_bin.18	9.13	0.19	Neural Network (Specific Model)	11	0.878	15321	300.16	332801	0.41	325	33	30438	None
SRR6869039_fairy_all_metabat2_short_bin.19	8.67	1.46	Neural Network (Specific Model)	11	0.839	4475	321.6975579211021	1835127	0.23	1597	453	21368	None
SRR6869039_fairy_all_metabat2_short_bin.2	22.76	0.07	Neural Network (Specific Model)	11	0.919	2315	228.93554006968643	855777	0.61	1148	368	8398	None
SRR6869039_fairy_all_metabat2_short_bin.20	84.52	35.55	Neural Network (Specific Model)	11	0.935	9858	277.0598510882016	3097304	0.65	3492	465	67188	None
SRR6869039_fairy_all_metabat2_short_bin.21	90.82	0.13	Gradient Boost (General Model)	11	0.899	13019	310.1371318203766	2138814	0.32	2071	227	46409	None
SRR6869039_fairy_all_metabat2_short_bin.22	16.73	5.9	Neural Network (Specific Model)	11	0.461	2540	100.24393305439331	1530848	0.37	2390	608	8458	None
SRR6869039_fairy_all_metabat2_short_bin.23	4.26	0.0	Neural Network (Specific Model)	11	0.844	13661	301.0378151260504	254050	0.47	238	36	27564	None
SRR6869039_fairy_all_metabat2_short_bin.24	33.7	6.13	Neural Network (Specific Model)	11	0.932	5312	288.0443213296399	1335761	0.62	1444	283	43464	None
SRR6869039_fairy_all_metabat2_short_bin.25	25.04	0.08	Neural Network (Specific Model)	11	0.915	4973	244.07621440536013	953151	0.63	1194	227	12327	None
SRR6869039_fairy_all_metabat2_short_bin.26	71.05	0.07	Neural Network (Specific Model)	11	0.915	14132	282.6602086438152	2483181	0.67	2684	253	56311	None
SRR6869039_fairy_all_metabat2_short_bin.27	8.39	0.0	Neural Network (Specific Model)	11	0.808	20268	320.31328320802004	473914	0.51	399	38	63155	None
SRR6869039_fairy_all_metabat2_short_bin.28	10.35	0.0	Neural Network (Specific Model)	11	0.89	29233	303.32312925170066	300338	0.43	294	19	43596	None
SRR6869039_fairy_all_metabat2_short_bin.29	82.13	3.6	Neural Network (Specific Model)	11	0.92	20057	298.23592571096924	3346435	0.65	3446	237	83703	None
SRR6869039_fairy_all_metabat2_short_bin.3	85.19	0.25	Neural Network (Specific Model)	11	0.772	63252	319.38266324493867	4347946	0.51	3507	83	231283	None
SRR6869039_fairy_all_metabat2_short_bin.30	6.93	0.02	Neural Network (Specific Model)	11	0.827	6118	322.7043010752688	217653	0.2	186	39	11675	None
SRR6869039_fairy_all_metabat2_short_bin.31	19.05	7.49	Neural Network (Specific Model)	11	0.888	4925	263.2208469055375	1359621	0.55	1535	324	46189	None
SRR6869039_fairy_all_metabat2_short_bin.32	16.85	1.11	Neural Network (Specific Model)	11	0.909	21337	218.97859690844234	606071	0.52	841	50	44111	None
SRR6869039_fairy_all_metabat2_short_bin.33	8.62	0.15	Neural Network (Specific Model)	11	0.898	5249	241.1696113074205	227594	0.66	283	50	8843	None
SRR6869039_fairy_all_metabat2_short_bin.34	7.71	0.01	Neural Network (Specific Model)	11	0.849	5826	327.0828729281768	208974	0.22	181	42	10849	None
SRR6869039_fairy_all_metabat2_short_bin.35	24.91	0.0	Neural Network (Specific Model)	11	0.921	9414	284.78874734607217	871009	0.67	942	102	30713	None
SRR6869039_fairy_all_metabat2_short_bin.36	75.07	0.14	Neural Network (Specific Model)	11	0.772	14838	320.7643142476698	935334	0.3	751	100	39424	None
SRR6869039_fairy_all_metabat2_short_bin.37	65.2	0.08	Gradient Boost (General Model)	11	0.923	14281	278.0625312656328	1801877	0.68	1999	187	49532	None
SRR6869039_fairy_all_metabat2_short_bin.38	7.48	0.02	Neural Network (Specific Model)	11	0.894	6422	248.2029520295203	224958	0.62	271	40	13443	None
SRR6869039_fairy_all_metabat2_short_bin.39	8.12	0.04	Neural Network (Specific Model)	11	0.833	4193	333.4603773584906	317853	0.2	265	81	13113	None
SRR6869039_fairy_all_metabat2_short_bin.4	48.48	0.09	Neural Network (Specific Model)	11	0.914	11909	272.0561463207146	2095706	0.71	2351	268	28664	None
SRR6869039_fairy_all_metabat2_short_bin.40	63.57	0.01	Neural Network (Specific Model)	11	0.859	16362	308.8945988463555	2055366	0.31	1907	218	46076	None
SRR6869039_fairy_all_metabat2_short_bin.41	84.74	0.06	Neural Network (Specific Model)	11	0.896	21663	330.1765252400124	3564167	0.34	3229	282	95237	None
