Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_3414586.001	3.77	0.0	Neural Network (Specific Model)	11	0.901	31474	243.02747252747253	146455	0.48	182	26	43795	None
maxbin_3414586.002	92.52	0.28	Neural Network (Specific Model)	11	0.881	27429	343.3041332510796	1892627	0.65	1621	127	182161	None
maxbin_3414586.003	7.96	0.04	Neural Network (Specific Model)	11	0.857	9739	280.34153846153845	317885	0.58	325	45	62084	None
maxbin_3414586.004	3.63	0.02	Neural Network (Specific Model)	11	0.88	4016	240.36318407960198	164123	0.5	201	47	13928	None
maxbin_3414586.005	5.21	0.01	Neural Network (Specific Model)	11	0.837	42690	287.7287066246057	325961	0.35	317	22	61142	None
maxbin_3414586.006	30.04	0.07	Neural Network (Specific Model)	11	0.905	124002	351.99089874857793	1023371	0.53	879	30	286313	None
maxbin_3414586.007	28.38	0.01	Neural Network (Specific Model)	11	0.917	686310	329.6411149825784	926403	0.52	861	19	686310	None
maxbin_3414586.008	5.58	0.04	Neural Network (Specific Model)	11	0.891	4897	282.53003533568904	268044	0.54	283	67	22560	None
maxbin_3414586.009	5.76	0.01	Neural Network (Specific Model)	11	0.846	5937	233.9502487562189	332226	0.42	402	70	36145	None
maxbin_3414586.010	17.63	0.12	Neural Network (Specific Model)	11	0.897	5923	316.5491923641703	719501	0.47	681	151	20558	None
maxbin_3414586.011	11.03	0.0	Neural Network (Specific Model)	11	0.852	5105	260.77777777777777	569192	0.44	621	140	15847	None
maxbin_3414586.012	5.44	0.08	Neural Network (Specific Model)	11	0.854	3318	212.5367231638418	263146	0.37	354	80	13738	None
maxbin_3414586.013	5.08	0.0	Neural Network (Specific Model)	11	0.838	4656	223.88492063492063	201222	0.51	252	59	10784	None
maxbin_3414586.014	25.43	0.04	Neural Network (Specific Model)	11	0.912	6180	298.4791666666667	892883	0.47	912	183	21748	None
maxbin_3414586.015	11.92	0.53	Neural Network (Specific Model)	11	0.874	6974	236.5372636262514	727556	0.44	899	156	45564	None
maxbin_3414586.016	87.83	2.07	Neural Network (Specific Model)	11	0.856	30329	312.7536796536796	2529082	0.65	2310	141	120290	None
maxbin_3414586.017	3.0	0.0	Neural Network (Specific Model)	11	0.844	4255	199.8388888888889	126971	0.32	180	31	35036	None
maxbin_3414586.018	52.25	3.56	Gradient Boost (General Model)	11	0.878	46246	311.1707317073171	1479435	0.58	1394	89	129582	None
maxbin_3414586.019	59.17	0.2	Neural Network (Specific Model)	11	0.881	68880	312.1952662721894	1435094	0.54	1352	57	196511	None
maxbin_3414586.020	91.18	2.71	Neural Network (Specific Model)	11	0.866	49736	314.0420583869372	2195865	0.64	2021	89	115435	None
maxbin_3414586.021	14.51	1.07	Neural Network (Specific Model)	11	0.869	32763	267.9705535924617	783761	0.49	849	81	125181	None
maxbin_3414586.022	12.37	2.43	Neural Network (Specific Model)	11	0.869	6788	257.21677419354836	686327	0.42	775	132	67409	None
