Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1045	90.41	0.04	Gradient Boost (General Model)	11	0.901	131062	338.38973732437387	1841882	0.52	1637	25	344128	None
105	99.93	0.28	Neural Network (Specific Model)	11	0.876	80619	331.9394699140401	3169869	0.51	2792	57	164598	None
1051	91.24	0.48	Gradient Boost (General Model)	11	0.867	21688	313.6524170994806	2711606	0.52	2503	203	81850	None
1073	100.0	0.21	Gradient Boost (General Model)	11	0.859	51007	323.4922366764582	2688015	0.64	2383	106	268492	None
1076	92.3	2.37	Gradient Boost (General Model)	11	0.911	103778	346.4768547875713	1796305	0.57	1577	31	249112	None
1082	94.63	5.06	Gradient Boost (General Model)	11	0.867	66628	257.00377562028046	1643706	0.27	1854	66	172997	None
1092	51.88	2.19	Gradient Boost (General Model)	11	0.882	1823	209.79119170984455	1371181	0.6	1930	860	33695	None
11044	10.0	0.17	Neural Network (Specific Model)	11	0.868	86556	344.4507042253521	506395	0.49	426	17	166733	None
1117	70.65	0.53	Neural Network (Specific Model)	11	0.899	19876	313.2585480093677	2227482	0.44	2135	162	89191	None
1120	99.8	0.02	Neural Network (Specific Model)	11	0.865	66829	314.24450951683747	2229353	0.56	2049	96	113336	None
1130	96.05	0.03	Gradient Boost (General Model)	11	0.872	152948	336.81776480400333	2774461	0.49	2398	51	482034	None
11326	27.63	0.07	Neural Network (Specific Model)	11	0.9	473506	314.69786535303774	637733	0.51	609	9	473506	None
114	99.72	2.12	Neural Network (Specific Model)	11	0.871	59725	326.53705815279363	2953238	0.48	2631	80	211849	None
1147	80.1	0.07	Gradient Boost (General Model)	11	0.897	17025	311.97634885439766	1410277	0.6	1353	120	74088	None
1175	98.5	0.67	Neural Network (Specific Model)	11	0.896	99718	328.1131131131131	3286554	0.49	2997	53	265752	None
1196	99.63	0.22	Gradient Boost (General Model)	11	0.881	95528	338.8585253456221	2500666	0.57	2170	43	304268	None
1212	93.04	0.01	Neural Network (Specific Model)	11	0.856	119861	359.32394995531723	2816449	0.48	2238	37	273645	None
1301	61.01	1.29	Gradient Boost (General Model)	11	0.879	10090	288.62869399428024	2062108	0.52	2098	339	41042	None
1338	92.99	0.17	Neural Network (Specific Model)	11	0.889	29831	291.6488294314381	1763062	0.36	1794	105	95204	None
1347	69.08	0.63	Neural Network (Specific Model)	11	0.907	10067	272.77499164159144	2693504	0.61	2991	402	52457	None
138	80.54	4.15	Gradient Boost (General Model)	11	0.851	11130	289.9372280919826	1641695	0.27	1609	226	50800	None
1380	25.85	0.15	Neural Network (Specific Model)	11	0.918	1430	194.78032345013477	940379	0.48	1484	730	15777	None
1413	68.42	4.25	Gradient Boost (General Model)	11	0.862	3257	240.3616636528029	1383508	0.27	1659	566	23055	None
14140	3.36	0.04	Neural Network (Specific Model)	11	0.869	70290	271.85779816513764	204046	0.43	218	6	80811	None
14395	11.3	0.02	Neural Network (Specific Model)	11	0.903	116389	312.38513513513516	306610	0.57	296	3	141608	None
1440	90.59	0.48	Neural Network (Specific Model)	11	0.885	34865	297.6880848409233	1614936	0.52	1603	65	86301	None
1446	93.24	0.0	Neural Network (Specific Model)	11	0.904	49130	314.4510606624488	2799523	0.46	2687	103	188156	None
1489	86.03	0.91	Neural Network (Specific Model)	11	0.907	89815	320.8839103869654	2601614	0.54	2455	41	323910	None
1502	89.63	1.24	Gradient Boost (General Model)	11	0.882	69880	336.27392065344225	3915251	0.52	3428	88	163058	None
1511	36.2	0.41	Neural Network (Specific Model)	11	0.886	1435	189.54722422494592	886023	0.47	1387	678	6030	None
1528	89.9	2.07	Gradient Boost (General Model)	11	0.894	30136	293.26974395961054	2725524	0.6	2773	165	105300	None
1601	7.94	0.01	Neural Network (Specific Model)	11	0.884	7928	283.50442477876106	216753	0.5	226	43	23659	None
1684	95.34	0.4	Neural Network (Specific Model)	11	0.89	87302	310.89317673378076	1872213	0.54	1788	31	294431	None
1691	85.65	0.02	Gradient Boost (General Model)	11	0.881	91094	338.06952303961197	1421632	0.57	1237	22	252952	None
1695	99.78	0.19	Neural Network (Specific Model)	11	0.887	131122	358.7301492537313	2030716	0.64	1675	26	281147	None
1700	30.01	1.57	Neural Network (Specific Model)	11	0.885	1272	186.93172268907563	601165	0.29	952	500	9472	None
1701	99.77	0.3	Gradient Boost (General Model)	11	0.893	33999	279.60648148148147	1416838	0.31	1512	68	125868	None
1707	99.31	0.06	Neural Network (Specific Model)	11	0.863	39866	303.1706161137441	2440549	0.58	2321	123	148645	None
1720	96.82	0.15	Gradient Boost (General Model)	11	0.836	9049	293.6219746446408	2736967	0.56	2603	436	34053	None
1785	4.73	0.0	Neural Network (Specific Model)	11	0.884	2614	231.2	223092	0.4	285	109	9337	None
1807	56.3	0.31	Neural Network (Specific Model)	11	0.862	11228	255.48095983307252	1700366	0.64	1917	248	30103	None
1907	93.34	0.07	Gradient Boost (General Model)	11	0.865	47886	309.61787280701753	1955511	0.63	1824	73	233760	None
1915	84.11	1.64	Gradient Boost (General Model)	11	0.88	6672	268.6681537405628	2661223	0.53	2914	581	31912	None
195	95.6	0.02	Neural Network (Specific Model)	11	0.866	59892	319.753853339561	2368817	0.64	2141	54	159593	None
1980	90.76	1.41	Gradient Boost (General Model)	11	0.864	9504	262.49511241446726	1860919	0.57	2046	288	61625	None
1982	11.81	0.04	Neural Network (Specific Model)	11	0.91	25904	284.60377358490564	495910	0.5	530	33	139215	None
204	88.05	1.9	Gradient Boost (General Model)	11	0.892	20422	290.4771418896038	2877879	0.61	2953	268	108154	None
206	99.87	1.41	Neural Network (Specific Model)	11	0.879	46445	322.02725598526706	2979302	0.49	2715	119	191818	None
210	74.65	0.75	Gradient Boost (General Model)	11	0.91	3100	233.4406015037594	2039773	0.44	2660	847	16763	None
2140	48.8	0.06	Neural Network (Specific Model)	11	0.896	100992	326.65712187958883	1487520	0.47	1362	26	307028	None
2202	77.49	4.39	Gradient Boost (General Model)	11	0.782	2556	211.57527472527474	1471985	0.42	1820	710	9848	None
222	97.59	0.0	Gradient Boost (General Model)	11	0.895	22325	318.2861503243037	2789499	0.5	2621	189	69573	None
2232	99.88	0.05	Neural Network (Specific Model)	11	0.885	172286	315.72681008558874	4620829	0.51	4323	140	400741	None
231	83.8	0.55	Gradient Boost (General Model)	11	0.918	13792	293.56	2462756	0.5	2575	272	71024	None
2333	88.55	0.56	Gradient Boost (General Model)	11	0.897	23545	324.5952672378621	2655874	0.52	2451	166	92208	None
234	46.76	0.09	Neural Network (Specific Model)	11	0.892	2415	214.02779291553134	1316455	0.63	1835	662	37116	None
2340	84.07	0.11	Neural Network (Specific Model)	11	0.892	28813	312.1675009626492	2719937	0.46	2597	153	91236	None
2389	92.18	1.61	Gradient Boost (General Model)	11	0.895	10459	299.3987398739874	2225290	0.49	2222	390	44735	None
23959	10.41	0.22	Neural Network (Specific Model)	11	0.801	355991	263.18232044198896	355991	0.56	362	1	355991	None
2408	81.35	5.88	Gradient Boost (General Model)	11	0.881	8744	271.46729354047426	2255613	0.65	2446	377	39971	None
243	95.9	2.37	Gradient Boost (General Model)	11	0.9	14855	300.66071997451417	3139342	0.49	3139	330	61262	None
2437	68.67	0.61	Neural Network (Specific Model)	11	0.894	6295	285.906124093473	2376138	0.46	2482	590	61977	None
