Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_3414574.001	3.74	0.03	Neural Network (Specific Model)	11	0.901	10415	264.47398843930637	151633	0.47	173	20	43359	None
maxbin_3414574.002	99.56	0.33	Neural Network (Specific Model)	11	0.885	100109	353.7591036414566	2137093	0.64	1785	47	287255	None
maxbin_3414574.003	5.6	0.01	Neural Network (Specific Model)	11	0.892	8736	288.6625	232466	0.54	240	42	35075	None
maxbin_3414574.004	5.27	0.04	Neural Network (Specific Model)	11	0.838	41169	290.55718475073314	353429	0.36	341	29	92673	None
maxbin_3414574.005	66.58	0.18	Neural Network (Specific Model)	11	0.866	49711	307.32869449966864	1604584	0.62	1509	63	124772	None
maxbin_3414574.006	99.62	0.61	Gradient Boost (General Model)	11	0.909	210407	339.15862068965515	2754976	0.53	2465	56	466727	None
maxbin_3414574.007	34.0	0.34	Neural Network (Specific Model)	11	0.868	55500	316.3217726396917	1132614	0.58	1038	63	206670	None
maxbin_3414574.008	10.84	0.18	Neural Network (Specific Model)	11	0.858	8028	239.27586206896552	555652	0.49	667	104	46401	None
maxbin_3414574.009	66.05	3.54	Neural Network (Specific Model)	11	0.895	8399	305.88590088359587	2664641	0.46	2603	455	59599	None
maxbin_3414574.010	16.83	0.32	Neural Network (Specific Model)	11	0.858	8106	245.09683257918553	943501	0.41	1105	164	50538	None
maxbin_3414574.011	56.47	1.11	Gradient Boost (General Model)	11	0.895	3622	261.74141221374043	1833103	0.5	2096	548	28429	None
maxbin_3414574.012	48.46	4.61	Neural Network (Specific Model)	11	0.897	88619	288.962962962963	1589181	0.43	1647	84	281331	None
maxbin_3414574.013	88.6	0.33	Gradient Boost (General Model)	11	0.855	60329	325.65486725663715	2707507	0.64	2373	80	191301	None
maxbin_3414574.014	60.49	1.89	Neural Network (Specific Model)	11	0.901	213926	303.3415819708352	2281439	0.43	2263	80	295503	None
maxbin_3414574.015	10.52	0.03	Neural Network (Specific Model)	11	0.848	12177	232.23091247672252	439419	0.33	537	59	43712	None
maxbin_3414574.016	84.21	0.03	Neural Network (Specific Model)	11	0.912	75008	322.926487747958	2724848	0.47	2571	80	247784	None
maxbin_3414574.017	59.62	4.28	Neural Network (Specific Model)	11	0.879	70847	310.0182460270747	1792948	0.57	1699	83	233121	None
maxbin_3414574.018	23.12	4.18	Neural Network (Specific Model)	11	0.878	13706	264.13803088803087	932063	0.46	1036	128	79387	None
maxbin_3414574.019	46.25	0.28	Neural Network (Specific Model)	11	0.869	42397	286.3892176199868	1499882	0.53	1521	106	196511	None
maxbin_3414574.020	67.81	1.76	Neural Network (Specific Model)	11	0.872	11003	285.7797619047619	1650417	0.65	1680	226	42798	None
maxbin_3414574.021	79.82	5.03	Neural Network (Specific Model)	11	0.877	13011	286.81727430555554	2257841	0.66	2304	276	46510	None
maxbin_3414574.022	31.95	7.07	Neural Network (Specific Model)	11	0.86	11499	262.50910036401456	1756985	0.46	1923	272	73443	None
maxbin_3414574.023	96.06	31.94	Gradient Boost (General Model)	11	0.855	27063	298.6223258365332	3816113	0.63	3646	323	143397	None
