Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	90.77	1.67	Gradient Boost (General Model)	11	0.87	54668	292.41253263707574	3466535	0.54	3447	121	176297	None
SemiBin_1.fa	90.82	0.55	Gradient Boost (General Model)	11	0.894	32423	317.1235362997658	3626983	0.68	3416	185	154805	None
SemiBin_10.fa	12.99	0.12	Neural Network (Specific Model)	11	0.825	3417	220.9940828402367	947420	0.71	1183	260	36669	None
SemiBin_11.fa	31.3	0.11	Neural Network (Specific Model)	11	0.912	5812	247.70522141440847	1227631	0.67	1513	232	30397	None
SemiBin_12.fa	83.71	3.62	Gradient Boost (General Model)	11	0.888	8450	266.6708900855242	2833854	0.65	3157	384	29874	None
SemiBin_14.fa	16.78	1.7	Neural Network (Specific Model)	11	0.817	6368	274.8082427017745	1756925	0.56	1747	303	28221	None
SemiBin_16.fa	43.22	0.0	Neural Network (Specific Model)	11	0.83	5291	242.33653360282972	1727584	0.54	1979	341	24348	None
SemiBin_17.fa	82.09	1.55	Gradient Boost (General Model)	11	0.868	7294	263.1001788908766	2026833	0.55	2236	321	21484	None
SemiBin_18.fa	5.59	0.01	Neural Network (Specific Model)	11	0.799	5179	283.4132029339853	433717	0.57	409	89	20557	None
SemiBin_19.fa	57.11	1.95	Gradient Boost (General Model)	11	0.824	4974	282.7193042291951	3011348	0.65	2932	635	19577	None
SemiBin_2.fa	86.73	5.41	Gradient Boost (General Model)	11	0.843	22755	304.0649862150453	5483936	0.53	5078	327	106815	None
SemiBin_20.fa	45.89	0.31	Neural Network (Specific Model)	11	0.876	5202	247.3888691953208	2380990	0.72	2821	492	18831	None
SemiBin_22.fa	6.23	0.01	Neural Network (Specific Model)	11	0.785	4647	215.75706214689265	291141	0.47	354	61	17388	None
SemiBin_27.fa	48.27	0.68	Gradient Boost (General Model)	11	0.893	4997	242.79923027581782	1265149	0.66	1559	267	15856	None
SemiBin_28.fa	34.82	0.26	Neural Network (Specific Model)	11	0.911	4836	253.63826491092178	1072779	0.64	1291	227	15178	None
SemiBin_29.fa	29.18	0.42	Neural Network (Specific Model)	11	0.876	4334	242.9188361408882	2164090	0.72	2612	508	14122	None
SemiBin_3.fa	85.28	0.58	Gradient Boost (General Model)	11	0.906	15708	293.3471882640587	2772162	0.6	2863	236	62617	None
SemiBin_36.fa	23.56	0.0	Neural Network (Specific Model)	11	0.879	3950	224.96994818652848	738359	0.72	965	190	13079	None
SemiBin_38.fa	13.08	0.07	Neural Network (Specific Model)	11	0.788	5129	247.79125847776942	1247043	0.56	1327	258	12785	None
SemiBin_39.fa	17.2	0.05	Neural Network (Specific Model)	11	0.867	3472	238.68141592920355	558135	0.59	678	155	12087	None
SemiBin_4.fa	0.0	0.4	Neural Network (Specific Model)	11	0.522	5120	132.7300796812749	763105	0.29	1004	146	57936	None
SemiBin_42.fa	14.39	0.01	Neural Network (Specific Model)	11	0.913	3511	269.2075892857143	789603	0.7	896	215	11991	None
SemiBin_43.fa	20.26	0.03	Neural Network (Specific Model)	11	0.882	4101	221.2058823529412	813644	0.69	1088	200	11816	None
SemiBin_46.fa	3.73	0.0	Neural Network (Specific Model)	11	0.811	5052	273.485	201615	0.55	200	44	10712	None
SemiBin_47.fa	33.77	4.23	Neural Network (Specific Model)	11	0.853	3812	232.89549033643522	1139242	0.54	1397	296	10671	None
SemiBin_49.fa	17.01	0.75	Neural Network (Specific Model)	11	0.849	3868	218.8035087719298	438929	0.64	570	109	10312	None
SemiBin_5.fa	85.14	0.77	Gradient Boost (General Model)	11	0.91	12940	273.4500537056928	2508079	0.66	2793	257	57060	None
SemiBin_51.fa	24.37	1.75	Neural Network (Specific Model)	11	0.863	3365	235.15092674315974	921612	0.6	1133	261	9694	None
SemiBin_52.fa	19.61	0.27	Neural Network (Specific Model)	11	0.899	3866	238.02643171806167	537649	0.66	681	139	9508	None
SemiBin_53.fa	15.34	0.11	Neural Network (Specific Model)	11	0.808	3724	234.30218068535825	557177	0.51	642	148	9467	None
SemiBin_6.fa	69.47	1.03	Gradient Boost (General Model)	11	0.851	9370	281.95134537412457	2687395	0.59	2713	337	56727	None
SemiBin_63.fa	4.21	0.0	Neural Network (Specific Model)	11	0.795	3384	253.28174603174602	239974	0.55	252	68	8200	None
SemiBin_65.fa	12.96	0.0	Neural Network (Specific Model)	11	0.846	3720	225.4042879019908	519519	0.65	653	139	7960	None
SemiBin_66.fa	12.98	0.1	Neural Network (Specific Model)	11	0.849	3422	241.7684630738523	426775	0.63	501	122	7894	None
SemiBin_67.fa	7.76	0.0	Neural Network (Specific Model)	11	0.877	3674	245.38888888888889	331165	0.7	396	89	7879	None
SemiBin_68.fa	17.67	0.01	Neural Network (Specific Model)	11	0.822	3432	229.20528455284554	819082	0.67	984	236	7799	None
SemiBin_7.fa	76.18	1.61	Gradient Boost (General Model)	11	0.808	9648	274.6193022663611	3996656	0.53	3927	481	48476	None
