Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR3414593_strobealign_single_metabat2_short_bin.1	72.97	0.07	Gradient Boost (General Model)	11	0.887	92445	342.67317073170733	1186018	0.54	1025	22	148708	None
ERR3414593_strobealign_single_metabat2_short_bin.10	98.65	6.54	Gradient Boost (General Model)	11	0.837	16082	276.137171561051	2555595	0.27	2588	270	62413	None
ERR3414593_strobealign_single_metabat2_short_bin.100	7.52	0.02	Neural Network (Specific Model)	11	0.898	48730	264.1748251748252	251835	0.34	286	7	52114	None
ERR3414593_strobealign_single_metabat2_short_bin.101	17.8	1.48	Neural Network (Specific Model)	11	0.875	21837	277.3958115183246	905627	0.37	955	78	160904	None
ERR3414593_strobealign_single_metabat2_short_bin.102	76.74	7.08	Gradient Boost (General Model)	11	0.88	7510	262.6109813084112	2294106	0.58	2568	393	28279	None
ERR3414593_strobealign_single_metabat2_short_bin.103	6.95	0.11	Neural Network (Specific Model)	11	0.875	40423	282.96638655462186	345562	0.44	357	29	60875	None
ERR3414593_strobealign_single_metabat2_short_bin.104	28.33	0.0	Neural Network (Specific Model)	11	0.88	29165	321.5530864197531	443687	0.42	405	27	72632	None
ERR3414593_strobealign_single_metabat2_short_bin.105	76.59	8.93	Gradient Boost (General Model)	11	0.891	11974	276.0146506386176	2467358	0.62	2662	294	43454	None
ERR3414593_strobealign_single_metabat2_short_bin.106	77.1	4.39	Neural Network (Specific Model)	11	0.898	22120	310.2258064516129	2501732	0.59	2418	172	70918	None
ERR3414593_strobealign_single_metabat2_short_bin.107	92.18	1.37	Gradient Boost (General Model)	11	0.883	17036	320.575487012987	1339513	0.58	1232	106	68902	None
ERR3414593_strobealign_single_metabat2_short_bin.108	85.32	0.5	Neural Network (Specific Model)	11	0.876	14472	288.7167908811925	2252354	0.65	2281	244	68565	None
ERR3414593_strobealign_single_metabat2_short_bin.109	11.4	0.46	Neural Network (Specific Model)	11	0.876	7254	275.82077051926296	562531	0.35	597	101	26814	None
ERR3414593_strobealign_single_metabat2_short_bin.11	95.92	2.49	Neural Network (Specific Model)	11	0.864	22877	312.1273227804542	3141232	0.53	2906	215	87033	None
ERR3414593_strobealign_single_metabat2_short_bin.110	6.29	0.01	Neural Network (Specific Model)	11	0.873	44335	330.662447257384	268924	0.59	237	13	58818	None
ERR3414593_strobealign_single_metabat2_short_bin.111	92.02	0.22	Neural Network (Specific Model)	11	0.876	95104	315.4055013309672	2431792	0.62	2254	40	313865	None
ERR3414593_strobealign_single_metabat2_short_bin.112	92.88	1.63	Gradient Boost (General Model)	11	0.907	100693	337.9640316205534	2823416	0.53	2530	52	314768	None
ERR3414593_strobealign_single_metabat2_short_bin.113	44.73	0.48	Gradient Boost (General Model)	11	0.862	29961	318.69087523277466	1190271	0.54	1074	67	82543	None
ERR3414593_strobealign_single_metabat2_short_bin.114	91.69	0.69	Neural Network (Specific Model)	11	0.866	49133	315.577221438646	3094324	0.47	2836	102	187997	None
ERR3414593_strobealign_single_metabat2_short_bin.115	36.49	0.04	Neural Network (Specific Model)	11	0.876	84679	308.5335085413929	802480	0.55	761	10	197450	None
ERR3414593_strobealign_single_metabat2_short_bin.116	53.6	0.03	Gradient Boost (General Model)	11	0.871	27445	320.4181431608788	1554304	0.55	1411	121	99713	None
ERR3414593_strobealign_single_metabat2_short_bin.117	30.85	0.0	Neural Network (Specific Model)	11	0.906	76866	323.81336805555554	1233698	0.45	1152	28	162342	None
ERR3414593_strobealign_single_metabat2_short_bin.118	22.64	0.03	Neural Network (Specific Model)	11	0.894	74608	314.38312829525483	598814	0.56	569	16	100209	None
ERR3414593_strobealign_single_metabat2_short_bin.119	12.11	0.0	Neural Network (Specific Model)	11	0.892	86055	310.95669291338584	265193	0.55	254	5	113423	None
ERR3414593_strobealign_single_metabat2_short_bin.12	7.09	0.0	Neural Network (Specific Model)	11	0.882	44807	297.43408360128615	313788	0.42	311	16	59531	None
ERR3414593_strobealign_single_metabat2_short_bin.120	65.47	0.03	Gradient Boost (General Model)	11	0.894	8148	292.7161700048852	2006512	0.62	2047	310	47496	None
ERR3414593_strobealign_single_metabat2_short_bin.121	20.43	0.0	Neural Network (Specific Model)	11	0.906	2977	241.24204946996466	450902	0.63	566	162	9034	None
ERR3414593_strobealign_single_metabat2_short_bin.122	23.82	0.23	Neural Network (Specific Model)	11	0.91	4003	258.08440999138674	983061	0.51	1161	270	15533	None
ERR3414593_strobealign_single_metabat2_short_bin.123	26.87	0.1	Neural Network (Specific Model)	11	0.895	3474	255.82679296346413	632279	0.61	739	192	14012	None
ERR3414593_strobealign_single_metabat2_short_bin.124	13.64	0.0	Neural Network (Specific Model)	11	0.896	34577	320.75836431226764	288469	0.56	269	11	54599	None
ERR3414593_strobealign_single_metabat2_short_bin.125	29.22	0.05	Neural Network (Specific Model)	11	0.88	188297	340.96791443850265	868247	0.63	748	9	264720	None
ERR3414593_strobealign_single_metabat2_short_bin.126	6.62	0.02	Neural Network (Specific Model)	11	0.852	46673	307.30696202531647	341223	0.45	316	12	58336	None
ERR3414593_strobealign_single_metabat2_short_bin.127	94.14	1.14	Neural Network (Specific Model)	11	0.903	44141	312.52832965415746	2816297	0.46	2718	108	200918	None
ERR3414593_strobealign_single_metabat2_short_bin.128	70.15	0.04	Gradient Boost (General Model)	11	0.886	286351	338.34952298352124	1318962	0.59	1153	10	485373	None
ERR3414593_strobealign_single_metabat2_short_bin.129	85.5	2.1	Neural Network (Specific Model)	11	0.894	35477	320.40787623066103	2289562	0.63	2133	103	143659	None
ERR3414593_strobealign_single_metabat2_short_bin.13	63.35	0.15	Gradient Boost (General Model)	11	0.877	62877	316.0647336480108	1600554	0.6	1483	45	247443	None
ERR3414593_strobealign_single_metabat2_short_bin.130	73.24	38.66	Neural Network (Specific Model)	11	0.882	30030	289.9005066789498	2138108	0.39	2171	118	104970	None
ERR3414593_strobealign_single_metabat2_short_bin.131	11.34	0.04	Neural Network (Specific Model)	11	0.854	41480	285.44816053511704	299131	0.53	299	11	92384	None
ERR3414593_strobealign_single_metabat2_short_bin.132	13.97	0.0	Neural Network (Specific Model)	11	0.844	137004	318.68715083798884	404809	0.59	358	3	175727	None
ERR3414593_strobealign_single_metabat2_short_bin.133	81.67	0.11	Gradient Boost (General Model)	11	0.878	207372	316.5388845247447	1375146	0.53	1273	15	268791	None
ERR3414593_strobealign_single_metabat2_short_bin.134	27.59	0.0	Neural Network (Specific Model)	11	0.892	151531	346.09574468085106	654930	0.51	564	10	234649	None
ERR3414593_strobealign_single_metabat2_short_bin.135	94.09	0.11	Gradient Boost (General Model)	11	0.924	58340	326.10831234256926	2517786	0.5	2382	62	135330	None
ERR3414593_strobealign_single_metabat2_short_bin.136	18.0	0.51	Neural Network (Specific Model)	11	0.908	3537	244.13244047619048	539785	0.49	672	160	8664	None
ERR3414593_strobealign_single_metabat2_short_bin.137	35.27	0.04	Neural Network (Specific Model)	11	0.915	464106	321.30929487179486	655698	0.45	624	4	464106	None
ERR3414593_strobealign_single_metabat2_short_bin.138	14.02	0.65	Neural Network (Specific Model)	11	0.862	3335	226.43541944074568	590061	0.36	751	194	11667	None
ERR3414593_strobealign_single_metabat2_short_bin.139	9.15	0.0	Neural Network (Specific Model)	11	0.895	2668	225.3728323699422	260321	0.63	346	98	8036	None
ERR3414593_strobealign_single_metabat2_short_bin.14	96.1	0.07	Neural Network (Specific Model)	11	0.895	58710	321.7112750263435	3065471	0.46	2847	101	127550	None
ERR3414593_strobealign_single_metabat2_short_bin.140	8.06	0.0	Neural Network (Specific Model)	11	0.876	149469	356.1170731707317	249603	0.47	205	2	149469	None
ERR3414593_strobealign_single_metabat2_short_bin.141	47.15	2.31	Neural Network (Specific Model)	11	0.886	26854	308.90926157697123	1668683	0.65	1598	101	57881	None
ERR3414593_strobealign_single_metabat2_short_bin.142	10.4	0.22	Neural Network (Specific Model)	11	0.804	354352	262.8922651933702	354352	0.56	362	1	354352	None
ERR3414593_strobealign_single_metabat2_short_bin.143	38.16	2.3	Neural Network (Specific Model)	11	0.863	20754	291.2115107913669	703025	0.39	695	47	72420	None
ERR3414593_strobealign_single_metabat2_short_bin.144	65.59	1.47	Gradient Boost (General Model)	11	0.898	4425	257.9721079103795	1878662	0.67	2187	508	14881	None
ERR3414593_strobealign_single_metabat2_short_bin.145	29.98	0.18	Neural Network (Specific Model)	11	0.904	3243	243.69950738916256	818580	0.65	1015	267	15045	None
ERR3414593_strobealign_single_metabat2_short_bin.146	89.42	0.27	Gradient Boost (General Model)	11	0.851	50258	305.34554455445544	2172315	0.57	2020	79	192549	None
ERR3414593_strobealign_single_metabat2_short_bin.147	8.62	0.0	Neural Network (Specific Model)	11	0.885	26041	312.2824074074074	228439	0.66	216	14	56804	None
ERR3414593_strobealign_single_metabat2_short_bin.148	27.44	0.04	Neural Network (Specific Model)	11	0.882	3615	238.65894465894465	628382	0.54	777	186	9361	None
ERR3414593_strobealign_single_metabat2_short_bin.149	23.58	0.06	Neural Network (Specific Model)	11	0.859	2557	234.5307599517491	676958	0.65	829	273	7664	None
ERR3414593_strobealign_single_metabat2_short_bin.15	37.37	0.98	Neural Network (Specific Model)	11	0.859	64868	332.45169712793734	887903	0.57	766	27	110199	None
ERR3414593_strobealign_single_metabat2_short_bin.150	21.69	0.0	Neural Network (Specific Model)	11	0.857	136488	352.59956236323853	563633	0.54	457	7	249105	None
