Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR7014844_fairy_all_metabat2_long_bin.1	94.38	1.82	Gradient Boost (General Model)	11	0.887	797977	357.0182054616385	2779380	0.38	2307	12	817902	None
ERR7014844_fairy_all_metabat2_long_bin.10	16.6	3.54	Neural Network (Specific Model)	11	0.826	185565	163.80729833546735	913987	0.48	1562	9	336403	None
ERR7014844_fairy_all_metabat2_long_bin.100	11.14	0.3	Neural Network (Specific Model)	11	0.848	360021	241.3412017167382	395096	0.62	466	2	360021	None
ERR7014844_fairy_all_metabat2_long_bin.101	75.82	7.07	Gradient Boost (General Model)	11	0.84	490835	209.95144551519644	2002548	0.47	2698	10	875015	None
ERR7014844_fairy_all_metabat2_long_bin.102	60.42	0.13	Gradient Boost (General Model)	11	0.849	298509	267.9224305106658	1457060	0.52	1547	9	686925	None
ERR7014844_fairy_all_metabat2_long_bin.103	6.01	0.09	Neural Network (Specific Model)	11	0.833	49420	239.15824915824916	253714	0.39	297	11	80294	None
ERR7014844_fairy_all_metabat2_long_bin.104	6.92	0.0	Neural Network (Specific Model)	11	0.834	33993	209.05329949238578	294029	0.41	394	13	48858	None
ERR7014844_fairy_all_metabat2_long_bin.105	99.12	83.48	Gradient Boost (General Model)	11	0.845	261395	285.9575221238938	5711387	0.55	5650	39	939750	None
ERR7014844_fairy_all_metabat2_long_bin.106	94.1	4.07	Gradient Boost (General Model)	11	0.882	274849	308.24309569685295	3250083	0.4	3114	24	584472	None
ERR7014844_fairy_all_metabat2_long_bin.107	10.37	0.02	Neural Network (Specific Model)	11	0.778	77497	173.52830188679246	524788	0.5	795	10	209563	None
ERR7014844_fairy_all_metabat2_long_bin.108	83.89	3.16	Gradient Boost (General Model)	11	0.873	1554791	215.80486725663718	1663558	0.34	2260	8	1554791	None
ERR7014844_fairy_all_metabat2_long_bin.109	97.61	4.27	Gradient Boost (General Model)	11	0.863	332192	286.08547309180443	2815578	0.51	2843	29	506958	None
ERR7014844_fairy_all_metabat2_long_bin.11	12.43	0.01	Neural Network (Specific Model)	11	0.823	80631	256.67019027484145	440409	0.58	473	6	209925	None
ERR7014844_fairy_all_metabat2_long_bin.110	11.09	0.11	Neural Network (Specific Model)	11	0.815	85452	211.93002257336343	342268	0.53	443	6	101939	None
ERR7014844_fairy_all_metabat2_long_bin.111	4.77	0.29	Neural Network (Specific Model)	11	0.77	53309	221.3324607329843	327495	0.48	382	9	68713	None
ERR7014844_fairy_all_metabat2_long_bin.112	91.98	1.15	Gradient Boost (General Model)	11	0.9	136724	312.3997524752475	1677965	0.47	1616	18	301781	None
ERR7014844_fairy_all_metabat2_long_bin.113	7.04	0.03	Neural Network (Specific Model)	11	0.835	65958	156.74621212121212	291385	0.52	528	5	107317	None
ERR7014844_fairy_all_metabat2_long_bin.114	13.92	0.0	Neural Network (Specific Model)	11	0.877	192412	210.6578947368421	379158	0.47	532	5	192412	None
