Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	100.0	0.91	Gradient Boost (General Model)	11	0.879	39032	310.1156941649899	2101880	0.41	1988	91	210002	None
SemiBin_1.fa	98.37	4.4	Gradient Boost (General Model)	11	0.88	43490	303.0856705762366	4044138	0.45	3922	158	166618	None
SemiBin_10.fa	98.97	4.4	Neural Network (Specific Model)	11	0.898	35650	314.2044417401886	3443152	0.47	3287	150	90244	None
SemiBin_103.fa	10.12	0.42	Neural Network (Specific Model)	11	0.924	4040	296.96105919003116	616997	0.4	642	144	15542	None
SemiBin_105.fa	39.88	0.09	Neural Network (Specific Model)	11	0.936	4212	340.57213230119635	1545753	0.48	1421	366	15282	None
SemiBin_109.fa	5.81	0.06	Neural Network (Specific Model)	11	0.878	5731	263.50442477876106	202718	0.5	226	39	14724	None
SemiBin_11.fa	95.83	6.57	Gradient Boost (General Model)	11	0.896	19477	309.8692429857067	1956498	0.62	1889	148	74469	None
SemiBin_117.fa	6.97	0.43	Neural Network (Specific Model)	11	0.956	3241	329.30721003134795	328429	0.46	319	98	12856	None
SemiBin_118.fa	17.64	0.09	Neural Network (Specific Model)	11	0.933	3952	277.18463810930575	601116	0.47	677	153	12818	None
SemiBin_12.fa	28.73	3.6	Neural Network (Specific Model)	11	0.892	14012	268.08723828514456	1802382	0.52	2006	169	74047	None
SemiBin_122.fa	55.39	0.05	Gradient Boost (General Model)	11	0.936	4538	304.49136939010356	846398	0.35	869	192	12133	None
SemiBin_124.fa	45.28	1.27	Gradient Boost (General Model)	11	0.91	4143	293.57597454256165	1212858	0.49	1257	295	11987	None
SemiBin_127.fa	14.79	0.16	Neural Network (Specific Model)	11	0.975	3548	337.85067873303166	229351	0.35	221	63	11348	None
SemiBin_128.fa	13.57	0.15	Neural Network (Specific Model)	11	0.908	4164	334.32	275693	0.4	250	65	11234	None
SemiBin_13.fa	99.26	1.45	Neural Network (Specific Model)	11	0.907	17950	371.0580774365821	3671814	0.43	2996	301	67962	None
SemiBin_130.fa	36.56	0.13	Neural Network (Specific Model)	11	0.911	4088	317.69819341126464	982252	0.45	941	240	11173	None
