Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR3414577_bwa_single_metabat2_short_bin.1	86.19	0.04	Gradient Boost (General Model)	11	0.851	14516	315.3122437024019	1895165	0.57	1707	192	45625	None
ERR3414577_bwa_single_metabat2_short_bin.10	19.22	0.27	Neural Network (Specific Model)	11	0.88	43178	301.70410367170626	475770	0.34	463	32	90734	None
ERR3414577_bwa_single_metabat2_short_bin.100	92.94	0.42	Gradient Boost (General Model)	11	0.861	69131	323.494276369583	2754590	0.63	2446	71	201573	None
ERR3414577_bwa_single_metabat2_short_bin.101	81.52	0.15	Neural Network (Specific Model)	11	0.911	59739	322.4757418747056	2249762	0.53	2123	63	161359	None
ERR3414577_bwa_single_metabat2_short_bin.102	8.36	0.0	Neural Network (Specific Model)	11	0.866	204726	239.71676300578034	286791	0.53	346	3	204726	None
ERR3414577_bwa_single_metabat2_short_bin.103	14.69	0.01	Neural Network (Specific Model)	11	0.874	597077	311.8076923076923	778122	0.49	728	5	597077	None
ERR3414577_bwa_single_metabat2_short_bin.104	53.14	0.1	Neural Network (Specific Model)	11	0.875	9211	283.2544420753376	1364939	0.61	1407	196	37786	None
ERR3414577_bwa_single_metabat2_short_bin.105	8.33	0.02	Neural Network (Specific Model)	11	0.861	10947	277.8787128712871	390266	0.38	404	53	33268	None
ERR3414577_bwa_single_metabat2_short_bin.106	68.33	0.27	Gradient Boost (General Model)	11	0.896	72091	315.32020658489347	1633215	0.62	1549	33	253486	None
ERR3414577_bwa_single_metabat2_short_bin.107	96.55	5.21	Gradient Boost (General Model)	11	0.854	98417	325.00542846064366	2941215	0.64	2579	50	361385	None
ERR3414577_bwa_single_metabat2_short_bin.108	93.54	0.2	Gradient Boost (General Model)	11	0.808	46585	312.08386463952917	2357728	0.47	2039	85	186250	None
ERR3414577_bwa_single_metabat2_short_bin.109	8.36	0.03	Neural Network (Specific Model)	11	0.876	245970	329.7468030690537	440790	0.49	391	3	245970	None
ERR3414577_bwa_single_metabat2_short_bin.11	53.57	0.26	Neural Network (Specific Model)	11	0.885	19327	292.2977099236641	907422	0.51	917	67	90650	None
ERR3414577_bwa_single_metabat2_short_bin.110	83.03	0.02	Neural Network (Specific Model)	11	0.866	71415	317.9178870292887	2102660	0.64	1912	46	203290	None
ERR3414577_bwa_single_metabat2_short_bin.111	95.4	1.03	Gradient Boost (General Model)	11	0.893	34026	327.9544569871545	2824201	0.55	2569	113	93056	None
ERR3414577_bwa_single_metabat2_short_bin.112	68.66	1.1	Gradient Boost (General Model)	11	0.843	8452	287.0	2011211	0.63	1972	306	60833	None
ERR3414577_bwa_single_metabat2_short_bin.113	12.68	0.02	Neural Network (Specific Model)	11	0.834	7491	312.7768924302789	281684	0.6	251	43	13897	None
ERR3414577_bwa_single_metabat2_short_bin.114	81.79	0.12	Neural Network (Specific Model)	11	0.841	355583	330.3257617728532	2118278	0.61	1805	18	431819	None
ERR3414577_bwa_single_metabat2_short_bin.115	29.46	0.0	Neural Network (Specific Model)	11	0.875	84679	307.13119533527697	721437	0.55	686	9	158969	None
ERR3414577_bwa_single_metabat2_short_bin.116	96.7	23.15	Gradient Boost (General Model)	11	0.883	30702	308.7908208296558	3560183	0.47	3399	192	172132	None
ERR3414577_bwa_single_metabat2_short_bin.117	60.33	2.82	Gradient Boost (General Model)	11	0.891	24365	342.718253968254	2031369	0.56	1764	118	93382	None
ERR3414577_bwa_single_metabat2_short_bin.118	7.6	0.02	Neural Network (Specific Model)	11	0.897	256155	266.50694444444446	256155	0.34	288	1	256155	None
ERR3414577_bwa_single_metabat2_short_bin.119	87.67	1.38	Neural Network (Specific Model)	11	0.892	25296	316.4000822368421	2583105	0.55	2432	145	152175	None
