Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR19064410_fairy_all_metabat2_short_bin.1	8.2	0.0	Neural Network (Specific Model)	11	0.881	246620	290.508	246620	0.45	250	1	246620	None
SRR19064410_fairy_all_metabat2_short_bin.10	92.08	2.23	Gradient Boost (General Model)	11	0.878	12580	282.8070175438597	2253205	0.62	2337	265	49562	None
SRR19064410_fairy_all_metabat2_short_bin.11	96.93	0.63	Gradient Boost (General Model)	11	0.892	15319	322.3311985361391	2364320	0.49	2186	223	63271	None
SRR19064410_fairy_all_metabat2_short_bin.12	96.06	5.42	Neural Network (Specific Model)	11	0.914	83070	374.93553135119225	4175710	0.47	3397	70	382568	None
SRR19064410_fairy_all_metabat2_short_bin.13	17.32	0.0	Neural Network (Specific Model)	11	0.873	77435	339.3245192307692	484693	0.6	416	11	86277	None
SRR19064410_fairy_all_metabat2_short_bin.14	80.19	1.63	Neural Network (Specific Model)	11	0.876	8149	291.4577893820714	3433796	0.51	3447	541	31436	None
SRR19064410_fairy_all_metabat2_short_bin.15	21.27	0.04	Neural Network (Specific Model)	11	0.918	15462	333.5244897959184	533191	0.45	490	48	31631	None
SRR19064410_fairy_all_metabat2_short_bin.16	94.64	0.2	Gradient Boost (General Model)	11	0.902	45768	327.6572597137014	2659016	0.53	2445	88	140543	None
SRR19064410_fairy_all_metabat2_short_bin.17	71.81	1.09	Neural Network (Specific Model)	11	0.877	54697	351.84324758842445	1496743	0.6	1244	36	115585	None
SRR19064410_fairy_all_metabat2_short_bin.18	24.01	0.64	Neural Network (Specific Model)	11	0.913	3350	257.5574043261231	1013583	0.46	1202	322	20767	None
SRR19064410_fairy_all_metabat2_short_bin.19	38.91	0.28	Neural Network (Specific Model)	11	0.864	10555	286.020202020202	1079325	0.61	1089	149	41195	None
SRR19064410_fairy_all_metabat2_short_bin.2	25.13	0.05	Neural Network (Specific Model)	11	0.939	2703	263.820796460177	379759	0.41	452	149	7237	None
SRR19064410_fairy_all_metabat2_short_bin.20	7.28	0.15	Neural Network (Specific Model)	11	0.884	15188	264.0	297098	0.56	333	26	35257	None
SRR19064410_fairy_all_metabat2_short_bin.21	74.74	0.08	Neural Network (Specific Model)	11	0.91	19829	373.6577369052379	3074980	0.46	2501	240	55961	None
SRR19064410_fairy_all_metabat2_short_bin.22	97.52	0.97	Gradient Boost (General Model)	11	0.909	32216	325.11070381231673	2922883	0.47	2728	156	82441	None
SRR19064410_fairy_all_metabat2_short_bin.23	85.64	0.15	Neural Network (Specific Model)	11	0.888	75266	318.07124400147654	2904774	0.41	2709	62	177816	None
SRR19064410_fairy_all_metabat2_short_bin.24	95.15	0.21	Neural Network (Specific Model)	11	0.913	77490	393.63716623600345	6001972	0.42	4644	164	296948	None
SRR19064410_fairy_all_metabat2_short_bin.25	85.06	2.86	Neural Network (Specific Model)	11	0.887	14803	297.07652897854626	3133380	0.62	3123	317	63459	None
SRR19064410_fairy_all_metabat2_short_bin.26	88.65	0.08	Gradient Boost (General Model)	11	0.908	7836	334.639029892837	1955157	0.43	1773	332	34329	None
SRR19064410_fairy_all_metabat2_short_bin.27	8.64	0.0	Neural Network (Specific Model)	11	0.881	2439	249.05307855626327	398102	0.63	471	170	6301	None
SRR19064410_fairy_all_metabat2_short_bin.3	11.07	0.01	Neural Network (Specific Model)	11	0.921	2819	258.1896024464832	274057	0.41	327	99	9364	None
SRR19064410_fairy_all_metabat2_short_bin.4	76.1	0.3	Gradient Boost (General Model)	11	0.932	4317	320.9887640449438	1192713	0.4	1157	316	19244	None
SRR19064410_fairy_all_metabat2_short_bin.5	81.0	0.6	Neural Network (Specific Model)	11	0.925	5401	305.64414168937327	1815948	0.38	1835	398	20043	None
SRR19064410_fairy_all_metabat2_short_bin.6	82.97	1.16	Neural Network (Specific Model)	11	0.849	16082	319.979714153988	2447952	0.42	2169	232	65662	None
SRR19064410_fairy_all_metabat2_short_bin.7	36.83	0.0	Neural Network (Specific Model)	11	0.878	10267	292.5700712589074	840657	0.62	842	118	31863	None
SRR19064410_fairy_all_metabat2_short_bin.8	66.79	1.46	Neural Network (Specific Model)	11	0.925	4843	268.8880994671403	1958059	0.47	2252	482	21893	None
SRR19064410_fairy_all_metabat2_short_bin.9	99.97	2.68	Neural Network (Specific Model)	11	0.899	90304	361.5204109218708	4455456	0.42	3699	70	271395	None
