Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR3414590_bwa_all_metabat2_short_bin.1	99.96	0.85	Neural Network (Specific Model)	11	0.867	40713	300.39033321127795	2834816	0.44	2731	116	121769	None
ERR3414590_bwa_all_metabat2_short_bin.10	89.31	0.54	Gradient Boost (General Model)	11	0.893	45573	326.4188129899216	1956974	0.55	1786	74	128157	None
ERR3414590_bwa_all_metabat2_short_bin.100	74.31	0.41	Neural Network (Specific Model)	11	0.89	90693	327.79953596287703	2376649	0.47	2155	32	259973	None
ERR3414590_bwa_all_metabat2_short_bin.101	21.05	0.04	Neural Network (Specific Model)	11	0.874	92611	303.09627329192546	668781	0.46	644	7	206258	None
ERR3414590_bwa_all_metabat2_short_bin.102	21.99	0.27	Neural Network (Specific Model)	11	0.901	3179	252.35846724351052	677461	0.54	809	225	8906	None
ERR3414590_bwa_all_metabat2_short_bin.103	33.54	0.02	Neural Network (Specific Model)	11	0.862	59419	297.76838966202786	1040901	0.62	1006	35	143162	None
ERR3414590_bwa_all_metabat2_short_bin.104	7.71	0.33	Neural Network (Specific Model)	11	0.911	280885	359.1512605042017	280885	0.53	238	1	280885	None
ERR3414590_bwa_all_metabat2_short_bin.105	85.8	0.02	Neural Network (Specific Model)	11	0.872	17264	334.64186369958276	1652702	0.65	1438	165	68720	None
ERR3414590_bwa_all_metabat2_short_bin.106	21.92	0.0	Neural Network (Specific Model)	11	0.922	260138	351.58169934640523	349324	0.46	306	6	260138	None
ERR3414590_bwa_all_metabat2_short_bin.107	6.57	0.05	Neural Network (Specific Model)	11	0.887	364109	341.95238095238096	364109	0.43	315	1	364109	None
ERR3414590_bwa_all_metabat2_short_bin.108	84.91	0.76	Gradient Boost (General Model)	11	0.853	105064	298.2435824301198	1835023	0.59	1753	28	253358	None
ERR3414590_bwa_all_metabat2_short_bin.109	79.95	0.05	Gradient Boost (General Model)	11	0.909	45260	342.1162594776748	1338549	0.58	1187	42	90873	None
ERR3414590_bwa_all_metabat2_short_bin.11	11.59	0.0	Neural Network (Specific Model)	11	0.861	70357	279.94256756756755	288070	0.47	296	4	124505	None
ERR3414590_bwa_all_metabat2_short_bin.110	92.15	1.02	Gradient Boost (General Model)	11	0.872	89424	304.97175732217573	3003851	0.55	2868	62	248674	None
ERR3414590_bwa_all_metabat2_short_bin.111	70.04	0.66	Gradient Boost (General Model)	11	0.881	6153	257.8230348886087	2082854	0.58	2379	412	30075	None
ERR3414590_bwa_all_metabat2_short_bin.112	80.93	0.36	Neural Network (Specific Model)	11	0.899	37782	311.78243944636677	2401011	0.62	2312	114	142842	None
ERR3414590_bwa_all_metabat2_short_bin.113	97.35	0.65	Gradient Boost (General Model)	11	0.882	45009	307.3677462887989	1546449	0.29	1482	66	99400	None
ERR3414590_bwa_all_metabat2_short_bin.114	88.34	0.07	Neural Network (Specific Model)	11	0.892	36986	326.0731818181818	2406964	0.51	2200	99	137841	None
ERR3414590_bwa_all_metabat2_short_bin.115	94.41	0.05	Gradient Boost (General Model)	11	0.902	62133	338.42424242424244	1817348	0.58	1617	39	137167	None
ERR3414590_bwa_all_metabat2_short_bin.116	33.15	0.01	Neural Network (Specific Model)	11	0.901	65939	328.68651275820173	899207	0.47	823	21	101738	None
ERR3414590_bwa_all_metabat2_short_bin.117	80.86	0.0	Neural Network (Specific Model)	11	0.895	39169	335.6919708029197	1538930	0.54	1370	52	136823	None
ERR3414590_bwa_all_metabat2_short_bin.118	92.75	1.28	Gradient Boost (General Model)	11	0.883	34928	294.7350037965072	2629183	0.43	2634	115	123011	None
ERR3414590_bwa_all_metabat2_short_bin.119	6.27	0.0	Neural Network (Specific Model)	11	0.86	73060	335.46613545816734	293324	0.61	251	6	136109	None
ERR3414590_bwa_all_metabat2_short_bin.12	41.42	0.42	Neural Network (Specific Model)	11	0.868	76165	309.1108764519535	1010633	0.62	947	22	138179	None
ERR3414590_bwa_all_metabat2_short_bin.120	24.42	0.0	Neural Network (Specific Model)	11	0.929	257850	308.03287671232874	362287	0.49	365	2	257850	None
ERR3414590_bwa_all_metabat2_short_bin.121	87.98	0.09	Neural Network (Specific Model)	11	0.897	36422	316.0164487557992	2502772	0.59	2371	138	95400	None
