Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	88.41	0.94	Gradient Boost (General Model)	11	0.893	38588	285.57739791073124	2014362	0.65	2106	76	207719	None
SemiBin_1.fa	89.12	0.09	Gradient Boost (General Model)	11	0.851	40277	316.86454819811826	6270632	0.58	5633	276	142400	None
SemiBin_10.fa	17.19	1.46	Neural Network (Specific Model)	11	0.831	19689	281.44062356717103	2206696	0.56	2181	215	66745	None
SemiBin_103.fa	7.74	0.01	Neural Network (Specific Model)	11	0.882	3213	246.69064748201438	232526	0.72	278	71	5667	None
SemiBin_11.fa	67.74	3.42	Gradient Boost (General Model)	11	0.834	9401	276.5761629674673	3262568	0.52	3289	421	52569	None
SemiBin_12.fa	4.76	0.0	Neural Network (Specific Model)	11	0.816	6008	260.3940520446097	256830	0.57	269	47	51636	None
SemiBin_13.fa	68.46	0.81	Gradient Boost (General Model)	11	0.937	10041	313.98260287721644	2995396	0.69	2989	368	47549	None
SemiBin_14.fa	68.29	0.16	Gradient Boost (General Model)	11	0.826	9643	253.3799508331057	3357522	0.56	3661	429	36141	None
SemiBin_16.fa	65.45	3.01	Gradient Boost (General Model)	11	0.921	6178	289.0483359746434	2369013	0.69	2524	421	31582	None
SemiBin_17.fa	66.59	0.42	Gradient Boost (General Model)	11	0.893	6368	254.7862041145623	2114829	0.65	2479	371	30981	None
SemiBin_18.fa	68.17	0.91	Gradient Boost (General Model)	11	0.9	6887	253.2410283877879	1570262	0.66	1867	256	30709	None
SemiBin_19.fa	6.92	0.02	Neural Network (Specific Model)	11	0.566	4298	136.16	323393	0.3	450	74	28924	None
SemiBin_2.fa	84.02	2.71	Gradient Boost (General Model)	11	0.895	27236	277.5486607142857	2079635	0.64	2240	119	110792	None
SemiBin_20.fa	70.46	10.25	Gradient Boost (General Model)	11	0.91	6647	265.46329987452947	2783246	0.7	3188	470	25743	None
SemiBin_21.fa	50.4	3.19	Gradient Boost (General Model)	11	0.899	6204	253.95402298850576	1909950	0.66	2262	340	25342	None
SemiBin_22.fa	50.33	10.08	Gradient Boost (General Model)	11	0.853	6189	228.36600120992136	1323979	0.52	1653	233	23885	None
SemiBin_23.fa	6.35	0.01	Neural Network (Specific Model)	11	0.835	5929	251.55142231947482	411600	0.63	457	79	23747	None
