Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR19064412_fairy_all_metabat2_short_bin.1	87.37	0.07	Gradient Boost (General Model)	11	0.928	5619	296.5539641943734	1868195	0.42	1955	418	27319	None
SRR19064412_fairy_all_metabat2_short_bin.10	49.3	1.16	Neural Network (Specific Model)	11	0.917	3639	309.32170272156316	1446186	0.61	1433	431	14501	None
SRR19064412_fairy_all_metabat2_short_bin.11	49.06	0.23	Neural Network (Specific Model)	11	0.938	3575	331.2954669579465	1933646	0.48	1831	580	15282	None
SRR19064412_fairy_all_metabat2_short_bin.12	82.01	7.91	Gradient Boost (General Model)	11	0.921	4595	286.2760347129506	2785475	0.43	2996	730	34593	None
SRR19064412_fairy_all_metabat2_short_bin.13	73.29	4.46	Neural Network (Specific Model)	11	0.932	3902	308.31857389304196	1721964	0.39	1739	491	18596	None
SRR19064412_fairy_all_metabat2_short_bin.14	86.32	0.5	Neural Network (Specific Model)	11	0.874	21048	307.1458439571647	2065735	0.59	1961	162	157125	None
SRR19064412_fairy_all_metabat2_short_bin.15	77.27	0.45	Neural Network (Specific Model)	11	0.894	7267	346.0512367491166	1968351	0.56	1698	342	31305	None
SRR19064412_fairy_all_metabat2_short_bin.16	59.17	0.55	Neural Network (Specific Model)	11	0.892	4818	279.5167693360712	1370599	0.6	1461	334	20524	None
SRR19064412_fairy_all_metabat2_short_bin.17	64.04	0.26	Neural Network (Specific Model)	11	0.935	4826	359.4698275862069	2135419	0.44	1856	531	16240	None
SRR19064412_fairy_all_metabat2_short_bin.18	31.73	0.08	Neural Network (Specific Model)	11	0.912	2865	248.7599142550911	760824	0.6	933	274	11175	None
SRR19064412_fairy_all_metabat2_short_bin.19	89.95	0.34	Neural Network (Specific Model)	11	0.852	14194	320.851755526658	2603424	0.42	2307	286	48674	None
SRR19064412_fairy_all_metabat2_short_bin.2	27.79	0.01	Neural Network (Specific Model)	11	0.922	2957	293.7007007007007	951290	0.46	999	338	12742	None
SRR19064412_fairy_all_metabat2_short_bin.20	89.53	0.19	Neural Network (Specific Model)	11	0.923	13766	370.63526119402985	3867191	0.46	3216	386	55444	None
SRR19064412_fairy_all_metabat2_short_bin.21	89.64	1.91	Neural Network (Specific Model)	11	0.893	12685	331.2870411322424	2512724	0.46	2261	272	53840	None
SRR19064412_fairy_all_metabat2_short_bin.22	82.15	0.54	Neural Network (Specific Model)	11	0.925	6548	318.2187807276303	2093860	0.43	2034	404	28371	None
SRR19064412_fairy_all_metabat2_short_bin.23	95.16	0.43	Neural Network (Specific Model)	11	0.906	18101	371.0198053037932	3654298	0.43	2979	313	67962	None
SRR19064412_fairy_all_metabat2_short_bin.24	81.51	0.35	Neural Network (Specific Model)	11	0.925	10614	367.1507285974499	2611229	0.48	2196	355	35416	None
SRR19064412_fairy_all_metabat2_short_bin.25	62.06	0.32	Gradient Boost (General Model)	11	0.897	4666	271.8690163072067	1722340	0.59	1901	432	18955	None
SRR19064412_fairy_all_metabat2_short_bin.26	100.0	0.86	Gradient Boost (General Model)	11	0.881	41936	312.44745575221236	1921243	0.41	1808	68	210002	None
SRR19064412_fairy_all_metabat2_short_bin.27	99.66	2.14	Neural Network (Specific Model)	11	0.876	45733	327.5688842325825	2137865	0.6	1909	83	163726	None
SRR19064412_fairy_all_metabat2_short_bin.28	99.94	4.84	Neural Network (Specific Model)	11	0.896	31156	314.24010872848083	3476619	0.47	3311	259	90244	None
SRR19064412_fairy_all_metabat2_short_bin.29	45.9	0.15	Neural Network (Specific Model)	11	0.891	3361	258.38941076003414	1017030	0.67	1171	319	24334	None
SRR19064412_fairy_all_metabat2_short_bin.3	95.6	8.52	Gradient Boost (General Model)	11	0.904	9343	285.9352051835853	1752901	0.62	1852	288	34091	None
SRR19064412_fairy_all_metabat2_short_bin.30	49.01	0.96	Gradient Boost (General Model)	11	0.921	3591	270.17770597738286	1086610	0.54	1238	333	14418	None
SRR19064412_fairy_all_metabat2_short_bin.31	7.99	0.02	Neural Network (Specific Model)	11	0.872	45664	301.8014184397163	291841	0.53	282	13	105344	None
SRR19064412_fairy_all_metabat2_short_bin.32	93.42	0.13	Neural Network (Specific Model)	11	0.874	54083	325.78997821350765	2561843	0.45	2295	78	166618	None
SRR19064412_fairy_all_metabat2_short_bin.33	88.54	0.65	Neural Network (Specific Model)	11	0.879	11353	323.29661016949154	1819121	0.56	1652	228	51755	None
SRR19064412_fairy_all_metabat2_short_bin.34	48.3	0.71	Gradient Boost (General Model)	11	0.906	3911	267.2252788104089	1185343	0.55	1345	333	17424	None
SRR19064412_fairy_all_metabat2_short_bin.35	86.57	0.0	Neural Network (Specific Model)	11	0.844	15598	327.96014682747773	2221356	0.56	1907	202	55804	None
SRR19064412_fairy_all_metabat2_short_bin.36	12.85	0.47	Neural Network (Specific Model)	11	0.888	12390	269.09324758842445	845801	0.53	933	146	74047	None
SRR19064412_fairy_all_metabat2_short_bin.37	83.06	0.31	Neural Network (Specific Model)	11	0.909	6961	332.78962536023056	1901729	0.43	1735	353	25036	None
SRR19064412_fairy_all_metabat2_short_bin.38	62.41	6.21	Gradient Boost (General Model)	11	0.906	3417	276.4202152550304	1949500	0.49	2137	616	13744	None
SRR19064412_fairy_all_metabat2_short_bin.39	34.14	0.5	Neural Network (Specific Model)	11	0.932	2920	263.72719802793756	1028968	0.48	1217	360	11914	None
SRR19064412_fairy_all_metabat2_short_bin.4	97.29	0.41	Gradient Boost (General Model)	11	0.892	45564	319.27709611451945	2097092	0.52	1956	71	128844	None
SRR19064412_fairy_all_metabat2_short_bin.40	82.71	1.69	Neural Network (Specific Model)	11	0.881	24626	314.8549896049896	2059316	0.6	1924	122	131878	None
SRR19064412_fairy_all_metabat2_short_bin.41	73.47	1.18	Neural Network (Specific Model)	11	0.938	3763	302.06917394224314	1435516	0.39	1489	425	13126	None
SRR19064412_fairy_all_metabat2_short_bin.42	94.81	0.6	Neural Network (Specific Model)	11	0.918	33575	381.072102425876	3690669	0.47	2968	171	153540	None
SRR19064412_fairy_all_metabat2_short_bin.43	21.89	0.38	Neural Network (Specific Model)	11	0.898	3893	260.63654419066535	872749	0.54	1007	230	43490	None
SRR19064412_fairy_all_metabat2_short_bin.44	94.11	0.39	Neural Network (Specific Model)	11	0.91	17097	326.6802748585287	2657562	0.45	2474	267	67096	None
SRR19064412_fairy_all_metabat2_short_bin.45	77.29	0.14	Gradient Boost (General Model)	11	0.931	3468	292.2145110410095	1190912	0.36	1268	370	12133	None
SRR19064412_fairy_all_metabat2_short_bin.46	79.54	0.02	Gradient Boost (General Model)	11	0.887	6644	284.3329023917259	1484829	0.59	1547	280	37787	None
SRR19064412_fairy_all_metabat2_short_bin.5	97.5	2.37	Gradient Boost (General Model)	11	0.896	19477	307.8573065902579	1795992	0.62	1745	136	74469	None
SRR19064412_fairy_all_metabat2_short_bin.6	49.64	0.15	Neural Network (Specific Model)	11	0.912	3283	297.79904686258936	1231188	0.45	1259	401	11173	None
SRR19064412_fairy_all_metabat2_short_bin.7	66.32	0.19	Neural Network (Specific Model)	11	0.913	4260	270.60450563204006	1416368	0.53	1598	382	15027	None
SRR19064412_fairy_all_metabat2_short_bin.8	30.39	0.0	Neural Network (Specific Model)	11	0.972	2248	298.4486215538847	366963	0.35	399	161	7616	None
SRR19064412_fairy_all_metabat2_short_bin.9	45.77	0.87	Gradient Boost (General Model)	11	0.913	3404	259.26823664560595	1476662	0.5	1741	449	58080	None
