Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR7256374_fairy_single_metabat2_long_bin.1	8.38	0.19	Neural Network (Specific Model)	11	0.771	185340	280.37694704049846	349015	0.5	321	2	185340	None
ERR7256374_fairy_single_metabat2_long_bin.10	20.66	1.77	Neural Network (Specific Model)	11	0.823	43681	209.33451452870304	1069555	0.37	1411	41	112612	None
ERR7256374_fairy_single_metabat2_long_bin.100	11.1	0.09	Neural Network (Specific Model)	11	0.799	30605	225.69176470588235	357996	0.52	425	13	76994	None
ERR7256374_fairy_single_metabat2_long_bin.101	87.49	6.03	Gradient Boost (General Model)	11	0.828	85343	305.95063575168285	2952002	0.51	2674	66	243365	None
ERR7256374_fairy_single_metabat2_long_bin.102	58.28	0.75	Gradient Boost (General Model)	11	0.855	24168	246.65441176470588	1638250	0.57	1904	89	98723	None
ERR7256374_fairy_single_metabat2_long_bin.103	30.88	1.8	Neural Network (Specific Model)	11	0.877	17843	231.7045009784736	803906	0.47	1022	60	51647	None
ERR7256374_fairy_single_metabat2_long_bin.104	10.73	0.0	Neural Network (Specific Model)	11	0.857	80205	263.24333333333334	275487	0.55	300	6	98016	None
ERR7256374_fairy_single_metabat2_long_bin.105	30.03	0.31	Neural Network (Specific Model)	11	0.823	12639	231.72391304347826	772997	0.4	920	74	41295	None
ERR7256374_fairy_single_metabat2_long_bin.106	97.3	1.58	Gradient Boost (General Model)	11	0.858	286156	328.39448621553885	2285200	0.29	1995	14	533625	None
ERR7256374_fairy_single_metabat2_long_bin.107	19.11	0.17	Neural Network (Specific Model)	11	0.823	222283	255.57888349514562	764195	0.6	824	15	237561	None
ERR7256374_fairy_single_metabat2_long_bin.108	72.35	2.52	Gradient Boost (General Model)	11	0.886	201997	292.98060075093866	1578903	0.48	1598	17	736215	None
ERR7256374_fairy_single_metabat2_long_bin.109	8.87	0.01	Neural Network (Specific Model)	11	0.872	30363	192.86274509803923	267546	0.58	408	18	46849	None
ERR7256374_fairy_single_metabat2_long_bin.11	72.42	2.08	Gradient Boost (General Model)	11	0.887	20692	238.91101491101492	1667555	0.53	2079	107	70641	None
ERR7256374_fairy_single_metabat2_long_bin.110	74.62	11.3	Gradient Boost (General Model)	11	0.835	70467	237.25150459296802	2671355	0.48	3157	65	250180	None
