Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR19064413_fairy_single_metabat2_short_bin.1	99.92	41.24	Neural Network (Specific Model)	11	0.907	12647	358.48813982521847	7589352	0.42	6408	900	61137	None
SRR19064413_fairy_single_metabat2_short_bin.10	8.58	0.03	Neural Network (Specific Model)	11	0.9	13982	472.33720930232556	541050	0.39	344	62	44941	None
SRR19064413_fairy_single_metabat2_short_bin.11	7.85	0.01	Neural Network (Specific Model)	11	0.897	2205	253.84022038567494	306773	0.38	363	138	5853	None
SRR19064413_fairy_single_metabat2_short_bin.12	87.58	1.61	Neural Network (Specific Model)	11	0.898	10999	328.919061302682	2292573	0.37	2088	303	47625	None
SRR19064413_fairy_single_metabat2_short_bin.13	90.04	0.13	Neural Network (Specific Model)	11	0.884	19501	313.07801418439715	1942721	0.51	1833	157	57932	None
SRR19064413_fairy_single_metabat2_short_bin.14	96.86	74.78	Neural Network (Specific Model)	11	0.888	11136	325.7176544568464	6987121	0.44	6361	901	49372	None
SRR19064413_fairy_single_metabat2_short_bin.15	93.43	0.11	Neural Network (Specific Model)	11	0.857	11489	329.68112911657084	2205648	0.57	1913	258	44611	None
SRR19064413_fairy_single_metabat2_short_bin.16	87.0	0.19	Neural Network (Specific Model)	11	0.906	105394	322.8052818289318	2706044	0.44	2537	35	269233	None
SRR19064413_fairy_single_metabat2_short_bin.17	91.07	4.3	Gradient Boost (General Model)	11	0.901	11546	330.43811644925233	3451454	0.41	3143	456	48591	None
SRR19064413_fairy_single_metabat2_short_bin.18	89.04	21.74	Neural Network (Specific Model)	11	0.924	6046	320.12799532437174	3550391	0.43	3422	708	38314	None
SRR19064413_fairy_single_metabat2_short_bin.19	29.01	0.2	Neural Network (Specific Model)	11	0.898	18990	355.6915254237288	699905	0.47	590	60	49198	None
SRR19064413_fairy_single_metabat2_short_bin.2	82.37	0.65	Neural Network (Specific Model)	11	0.929	5600	316.71321160042964	1900976	0.39	1862	416	34482	None
SRR19064413_fairy_single_metabat2_short_bin.20	98.91	0.03	Gradient Boost (General Model)	11	0.871	25210	338.8611266034579	2088417	0.57	1793	136	85578	None
SRR19064413_fairy_single_metabat2_short_bin.21	91.3	46.68	Gradient Boost (General Model)	11	0.94	5633	388.0313807531381	6502514	0.45	5258	1409	36695	None
SRR19064413_fairy_single_metabat2_short_bin.22	6.77	0.0	Neural Network (Specific Model)	11	0.876	199249	299.3738317757009	219093	0.56	214	3	199249	None
SRR19064413_fairy_single_metabat2_short_bin.23	15.37	0.27	Neural Network (Specific Model)	11	0.848	17677	257.36823529411765	771572	0.38	850	74	82386	None
SRR19064413_fairy_single_metabat2_short_bin.24	11.36	0.11	Neural Network (Specific Model)	11	0.949	2765	267.81917211328977	386798	0.46	459	142	11026	None
SRR19064413_fairy_single_metabat2_short_bin.25	90.62	1.93	Gradient Boost (General Model)	11	0.898	13556	303.8627920910725	1692490	0.63	1669	188	52246	None
SRR19064413_fairy_single_metabat2_short_bin.26	24.41	0.56	Neural Network (Specific Model)	11	0.929	19114	432.0926193921852	963307	0.44	691	80	52607	None
SRR19064413_fairy_single_metabat2_short_bin.27	74.18	0.16	Gradient Boost (General Model)	11	0.893	4751	279.44977052524223	1834565	0.54	1961	442	18249	None
SRR19064413_fairy_single_metabat2_short_bin.28	65.36	11.22	Neural Network (Specific Model)	11	0.93	3458	316.12334270791484	2532726	0.61	2489	788	16467	None
SRR19064413_fairy_single_metabat2_short_bin.29	21.45	0.01	Neural Network (Specific Model)	11	0.884	753317	308.3621366849961	1329020	0.58	1273	7	753317	None
SRR19064413_fairy_single_metabat2_short_bin.3	35.43	0.48	Neural Network (Specific Model)	11	0.894	2811	260.31330472103	811750	0.59	932	301	8853	None
SRR19064413_fairy_single_metabat2_short_bin.30	5.32	0.02	Neural Network (Specific Model)	11	0.87	113282	291.0861244019139	209521	0.57	209	2	113282	None
SRR19064413_fairy_single_metabat2_short_bin.31	76.65	2.34	Gradient Boost (General Model)	11	0.904	6524	281.5063051702396	1477508	0.63	1586	291	30778	None
SRR19064413_fairy_single_metabat2_short_bin.32	7.58	0.11	Neural Network (Specific Model)	11	0.87	11908	248.86382978723404	200637	0.48	235	26	38094	None
SRR19064413_fairy_single_metabat2_short_bin.33	5.21	0.21	Neural Network (Specific Model)	11	0.851	8655	254.77824267782427	214061	0.46	239	34	26010	None
SRR19064413_fairy_single_metabat2_short_bin.34	56.89	1.01	Gradient Boost (General Model)	11	0.872	4536	272.9641873278237	1359377	0.57	1452	334	19683	None
SRR19064413_fairy_single_metabat2_short_bin.35	63.41	6.14	Neural Network (Specific Model)	11	0.884	13076	336.40213760855045	3412717	0.43	2994	392	54066	None
SRR19064413_fairy_single_metabat2_short_bin.36	60.9	3.67	Neural Network (Specific Model)	11	0.914	31354	364.9236966824645	2524468	0.47	2110	135	108970	None
SRR19064413_fairy_single_metabat2_short_bin.37	59.63	0.05	Gradient Boost (General Model)	11	0.872	45124	316.2743467933492	915229	0.42	842	31	202750	None
SRR19064413_fairy_single_metabat2_short_bin.38	56.82	1.76	Neural Network (Specific Model)	11	0.938	4115	332.2373180414645	2402014	0.47	2267	633	15200	None
SRR19064413_fairy_single_metabat2_short_bin.39	12.25	0.03	Neural Network (Specific Model)	11	0.919	2968	299.30651340996167	254051	0.51	261	88	7115	None
SRR19064413_fairy_single_metabat2_short_bin.4	33.24	0.14	Neural Network (Specific Model)	11	0.886	29708	302.25366568914956	697167	0.4	682	34	61270	None
SRR19064413_fairy_single_metabat2_short_bin.40	20.67	0.19	Neural Network (Specific Model)	11	0.92	2835	271.41913439635533	387454	0.47	439	142	6973	None
SRR19064413_fairy_single_metabat2_short_bin.41	52.34	1.45	Neural Network (Specific Model)	11	0.934	3848	342.29724277067925	1629490	0.45	1487	465	17039	None
SRR19064413_fairy_single_metabat2_short_bin.42	35.63	4.73	Neural Network (Specific Model)	11	0.943	2720	288.1569060773481	827627	0.44	905	301	10435	None
SRR19064413_fairy_single_metabat2_short_bin.43	5.13	0.0	Neural Network (Specific Model)	11	0.921	2236	255.02681992337165	215652	0.36	261	94	5317	None
SRR19064413_fairy_single_metabat2_short_bin.44	87.91	2.82	Neural Network (Specific Model)	11	0.863	47655	330.383290582631	3131177	0.42	2729	116	114777	None
SRR19064413_fairy_single_metabat2_short_bin.45	74.24	0.43	Neural Network (Specific Model)	11	0.885	8621	302.35761226725083	1869589	0.64	1826	298	40964	None
SRR19064413_fairy_single_metabat2_short_bin.46	82.52	3.37	Neural Network (Specific Model)	11	0.917	18534	376.5840799448656	3571194	0.48	2902	279	71742	None
SRR19064413_fairy_single_metabat2_short_bin.47	12.12	0.59	Neural Network (Specific Model)	11	0.929	2773	333.09626719056973	545536	0.39	509	205	12047	None
SRR19064413_fairy_single_metabat2_short_bin.48	26.06	0.01	Neural Network (Specific Model)	11	0.886	3044	247.17069701280226	586822	0.6	703	200	11241	None
SRR19064413_fairy_single_metabat2_short_bin.49	24.36	0.46	Neural Network (Specific Model)	11	0.909	2628	239.4	421439	0.59	535	163	6813	None
SRR19064413_fairy_single_metabat2_short_bin.5	71.93	2.39	Neural Network (Specific Model)	11	0.902	6656	286.2027716994894	1302505	0.47	1371	267	22898	None
SRR19064413_fairy_single_metabat2_short_bin.50	45.48	0.0	Neural Network (Specific Model)	11	0.91	9458	324.0870292887029	1274411	0.46	1195	180	27585	None
SRR19064413_fairy_single_metabat2_short_bin.51	69.92	0.0	Neural Network (Specific Model)	11	0.89	238824	322.74471492632927	3390902	0.58	3122	20	368863	None
SRR19064413_fairy_single_metabat2_short_bin.52	85.98	0.28	Neural Network (Specific Model)	11	0.867	18780	312.24155578300923	2108884	0.59	1954	164	68657	None
SRR19064413_fairy_single_metabat2_short_bin.53	99.39	0.77	Neural Network (Specific Model)	11	0.886	22661	327.13013988978383	2609541	0.41	2359	193	57251	None
SRR19064413_fairy_single_metabat2_short_bin.54	72.21	13.38	Neural Network (Specific Model)	11	0.93	4770	368.52985620277843	4868088	0.42	4103	1197	23775	None
SRR19064413_fairy_single_metabat2_short_bin.55	59.3	5.3	Neural Network (Specific Model)	11	0.908	3552	300.63724756918475	1325720	0.4	1337	406	13961	None
SRR19064413_fairy_single_metabat2_short_bin.56	82.39	1.92	Gradient Boost (General Model)	11	0.886	7021	305.4106447425357	2383803	0.59	2311	430	43472	None
SRR19064413_fairy_single_metabat2_short_bin.57	9.53	0.06	Neural Network (Specific Model)	11	0.848	7537	235.07538802660753	374036	0.37	451	66	17637	None
SRR19064413_fairy_single_metabat2_short_bin.6	3.93	0.02	Neural Network (Specific Model)	11	0.964	4668	724.5145631067961	231631	0.58	103	57	7347	None
SRR19064413_fairy_single_metabat2_short_bin.7	13.76	0.4	Neural Network (Specific Model)	11	0.887	3467	267.3851102941176	980439	0.36	1088	295	13660	None
SRR19064413_fairy_single_metabat2_short_bin.8	21.17	1.19	Neural Network (Specific Model)	11	0.954	2582	321.21449704142015	680088	0.46	676	266	5797	None
SRR19064413_fairy_single_metabat2_short_bin.9	99.36	1.08	Neural Network (Specific Model)	11	0.862	36074	340.2797125483693	2139551	0.63	1809	91	130826	None
