Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1582	90.79	0.0	Neural Network (Specific Model)	11	0.883	82839	319.24375	2252760	0.53	2080	42	160427	None
2028	90.46	0.47	Gradient Boost (General Model)	11	0.889	161934	328.03228962818	2259490	0.51	2044	18	606827	None
21639	99.96	0.28	Neural Network (Specific Model)	11	0.868	102166	332.6546517291768	2355915	0.56	2053	31	235387	None
22005	95.8	0.71	Neural Network (Specific Model)	11	0.871	32868	318.59917141377525	2115413	0.55	1931	79	180869	None
23745	97.11	0.98	Gradient Boost (General Model)	11	0.859	103299	323.1602787456446	1941507	0.5	1722	26	268199	None
23762	91.89	0.16	Gradient Boost (General Model)	11	0.89	61438	304.7219917012448	1977829	0.54	1928	54	170923	None
24799	96.68	0.04	Gradient Boost (General Model)	11	0.891	131241	314.33968253968254	1997916	0.6	1890	26	267650	None
27651	70.16	0.07	Neural Network (Specific Model)	11	0.907	10867	328.68267358857884	1671905	0.44	1541	190	34027	None
28394	99.99	0.34	Neural Network (Specific Model)	11	0.888	55122	298.1808873720137	1768955	0.39	1758	61	205756	None
28592	86.24	0.86	Gradient Boost (General Model)	11	0.896	28994	314.62752772341815	1612512	0.63	1533	72	109777	None
29424	91.85	1.86	Neural Network (Specific Model)	11	0.864	31193	323.22456510279386	2127726	0.6	1897	130	103641	None
29489	96.48	0.76	Neural Network (Specific Model)	11	0.87	53558	310.52258784160625	1918556	0.39	1793	48	247096	None
29499	90.94	1.61	Neural Network (Specific Model)	11	0.881	56491	359.838199513382	2012242	0.59	1644	57	97738	None
29500	62.19	1.4	Neural Network (Specific Model)	11	0.838	9660	274.2707525213344	1264431	0.4	1289	170	34586	None
29583	93.96	0.85	Neural Network (Specific Model)	11	0.852	14426	324.8580527752502	2510838	0.56	2198	247	61927	None
29621	48.13	0.27	Gradient Boost (General Model)	11	0.909	14131	325.47112117780296	946343	0.62	883	85	26263	None
29639	31.08	0.01	Neural Network (Specific Model)	11	0.947	6009	279.90763052208837	440696	0.32	498	84	13403	None
29665	53.95	0.28	Neural Network (Specific Model)	11	0.927	5534	286.65791341376865	1303906	0.64	1409	288	21951	None
29677	82.9	0.27	Neural Network (Specific Model)	11	0.917	48385	380.7836120401338	3719016	0.47	2990	88	208850	None
29691	85.36	2.55	Neural Network (Specific Model)	11	0.875	23989	312.5401960784314	2184561	0.59	2040	139	110935	None
29716	83.9	14.2	Neural Network (Specific Model)	11	0.886	27530	329.4864446165763	2875348	0.43	2582	151	82136	None
29717	93.33	1.36	Neural Network (Specific Model)	11	0.898	30466	361.90400972053465	3974292	0.43	3292	164	120148	None
29724	6.62	0.14	Neural Network (Specific Model)	11	0.893	32621	271.3170731707317	297684	0.54	328	26	50224	None
29750	17.97	0.01	Neural Network (Specific Model)	11	0.924	10449	311.8860510805501	514390	0.62	509	58	25544	None
29752	12.62	1.63	Neural Network (Specific Model)	11	0.86	11996	247.11881188118812	519500	0.47	606	115	64653	None
29820	17.15	0.11	Neural Network (Specific Model)	11	0.883	26322	372.273786407767	650244	0.45	515	27	68226	None
29829	68.48	0.07	Neural Network (Specific Model)	11	0.887	36656	333.87863777089785	1822215	0.46	1615	66	102603	None
29925	9.34	0.18	Neural Network (Specific Model)	11	0.868	7307	250.09174311926606	469278	0.41	545	101	86239	None
30217	7.66	0.06	Neural Network (Specific Model)	11	0.887	69782	278.5051282051282	365876	0.52	390	20	145233	None
404	99.99	0.13	Neural Network (Specific Model)	11	0.876	70126	354.05732484076435	3043688	0.58	2512	87	133358	None
