Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
10236	90.36	0.01	Neural Network (Specific Model)	11	0.897	17160	315.901768172888	2147162	0.52	2036	186	52398	None
11024	93.93	0.44	Neural Network (Specific Model)	11	0.884	25158	309.536147501213	2161595	0.5	2061	123	74963	None
12497	96.06	0.27	Gradient Boost (General Model)	11	0.912	66414	337.6385321100917	1811547	0.54	1635	42	237319	None
16041	89.52	0.27	Neural Network (Specific Model)	11	0.897	32273	329.4512683578104	2470570	0.43	2247	106	137224	None
190	99.75	0.88	Gradient Boost (General Model)	11	0.904	19607	301.19251336898395	1680300	0.5	1683	130	49905	None
22675	98.52	0.81	Gradient Boost (General Model)	11	0.893	12850	315.74130297280203	1673643	0.42	1581	168	62898	None
2548	95.29	0.45	Neural Network (Specific Model)	11	0.874	48160	342.0817679558011	2122778	0.6	1810	68	128970	None
25939	86.87	2.52	Neural Network (Specific Model)	11	0.908	12899	332.24797843665766	2032897	0.44	1855	203	53490	None
26604	92.29	97.14	Neural Network (Specific Model)	11	0.877	27037	318.60038814396614	6169424	0.59	5668	324	111396	None
26887	96.24	0.44	Gradient Boost (General Model)	11	0.866	19823	321.5127931769723	2087913	0.63	1876	169	247321	None
27377	99.71	0.1	Neural Network (Specific Model)	11	0.885	66620	366.1189468735308	2637868	0.5	2127	64	166051	None
28273	89.92	0.17	Neural Network (Specific Model)	11	0.872	40558	330.7812872467223	1907214	0.55	1678	66	152151	None
33875	58.52	0.35	Neural Network (Specific Model)	11	0.874	9703	312.1016291698991	1377509	0.6	1289	183	35535	None
33909	72.79	0.38	Neural Network (Specific Model)	11	0.921	7865	338.7431818181818	1937022	0.61	1760	308	25805	None
34193	37.13	0.01	Neural Network (Specific Model)	11	0.935	7419	309.4659685863874	757338	0.48	764	116	22745	None
35147	96.7	0.66	Neural Network (Specific Model)	11	0.874	48339	337.2685414091471	3742367	0.45	3236	245	187902	None
35575	79.21	0.35	Neural Network (Specific Model)	11	0.855	15337	328.00308234258034	2608916	0.42	2271	232	51387	None
35734	48.35	0.47	Neural Network (Specific Model)	11	0.894	10968	296.17556468172484	965302	0.59	974	98	42753	None
35794	63.72	0.11	Neural Network (Specific Model)	11	0.901	16563	323.5846715328467	1473555	0.43	1370	103	62859	None
36927	58.04	5.28	Neural Network (Specific Model)	11	0.9	5804	295.95558153126825	1683978	0.62	1711	389	19987	None
38609	27.82	0.04	Neural Network (Specific Model)	11	0.935	9252	329.02476190476193	552903	0.42	525	70	28044	None
40072	5.37	0.01	Neural Network (Specific Model)	11	0.837	34134	288.54679802955667	209649	0.43	203	9	44492	None
43468	17.5	0.01	Neural Network (Specific Model)	11	0.932	10776	338.08011049723757	393022	0.47	362	41	20610	None
47605	3.36	0.0	Neural Network (Specific Model)	11	0.905	10946	331.65968586387436	209649	0.39	191	21	31248	None
48343	7.67	0.0	Neural Network (Specific Model)	11	0.938	11846	385.0748898678414	279018	0.49	227	28	20421	None
932	99.98	0.28	Neural Network (Specific Model)	11	0.886	36000	344.90738193489227	2542490	0.56	2181	105	132279	None
