Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR7625422_fairy_all_metabat2_long_bin.1	30.24	2.51	Neural Network (Specific Model)	11	0.808	889903	196.16692546583852	926392	0.57	1288	2	889903	None
ERR7625422_fairy_all_metabat2_long_bin.10	89.27	7.01	Gradient Boost (General Model)	11	0.833	483291	203.74608695652174	3348948	0.42	4600	13	776443	None
ERR7625422_fairy_all_metabat2_long_bin.100	23.22	2.36	Neural Network (Specific Model)	4	0.747	60970	148.6045469100224	1833109	0.44	3123	55	136767	None
ERR7625422_fairy_all_metabat2_long_bin.101	79.54	4.08	Gradient Boost (General Model)	11	0.861	537567	215.08743947593277	5214353	0.42	7022	13	1765666	None
ERR7625422_fairy_all_metabat2_long_bin.102	5.84	0.0	Neural Network (Specific Model)	11	0.75	112049	135.5076530612245	208208	0.56	392	3	112049	None
ERR7625422_fairy_all_metabat2_long_bin.103	3.88	0.0	Neural Network (Specific Model)	11	0.808	36635	157.61684782608697	212635	0.41	368	8	53905	None
ERR7625422_fairy_all_metabat2_long_bin.104	46.37	0.99	Gradient Boost (General Model)	11	0.786	351532	155.33791310805793	3139376	0.44	5386	23	548257	None
ERR7625422_fairy_all_metabat2_long_bin.105	78.29	6.91	Gradient Boost (General Model)	11	0.814	163889	173.4951397326853	3115084	0.42	4938	60	366486	None
ERR7625422_fairy_all_metabat2_long_bin.106	40.84	1.22	Gradient Boost (General Model)	4	0.768	66601	180.69031233456855	2630866	0.49	3778	57	226793	None
ERR7625422_fairy_all_metabat2_long_bin.107	59.47	2.41	Neural Network (Specific Model)	11	0.784	218073	146.3564692568842	2917792	0.44	5302	20	339243	None
ERR7625422_fairy_all_metabat2_long_bin.108	3.97	0.0	Neural Network (Specific Model)	11	0.771	185324	184.99295774647888	202058	0.53	284	3	185324	None
ERR7625422_fairy_all_metabat2_long_bin.109	43.69	1.34	Neural Network (Specific Model)	4	0.804	279117	172.1395911780527	2347826	0.48	3718	20	343330	None
ERR7625422_fairy_all_metabat2_long_bin.11	84.09	7.92	Gradient Boost (General Model)	11	0.827	1527709	194.05815909637107	2902940	0.42	4161	7	1527709	None
ERR7625422_fairy_all_metabat2_long_bin.110	23.61	0.95	Neural Network (Specific Model)	11	0.822	163235	194.7903958468527	1083109	0.45	1541	7	404256	None
ERR7625422_fairy_all_metabat2_long_bin.111	10.45	0.03	Neural Network (Specific Model)	11	0.811	350887	178.1030701754386	592939	0.55	912	4	350887	None
ERR7625422_fairy_all_metabat2_long_bin.112	82.34	2.3	Gradient Boost (General Model)	11	0.841	1501823	184.829307568438	2030107	0.37	3105	2	1501823	None
ERR7625422_fairy_all_metabat2_long_bin.113	40.35	4.86	Gradient Boost (General Model)	11	0.787	429247	160.7194309382316	3350910	0.59	5553	13	804110	None
ERR7625422_fairy_all_metabat2_long_bin.114	9.75	0.06	Neural Network (Specific Model)	4	0.829	101742	251.23947750362845	617858	0.59	689	7	279250	None
ERR7625422_fairy_all_metabat2_long_bin.115	80.54	2.59	Gradient Boost (General Model)	11	0.861	1564026	237.8183669690798	4443767	0.45	5401	5	1891600	None
