Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_310878.001	78.93	3.89	Gradient Boost (General Model)	11	0.87	5920	244.37069813176007	854909	0.45	1017	186	21147	None
maxbin_310878.002	54.58	3.85	Gradient Boost (General Model)	11	0.862	5475	236.80314422419684	1202031	0.51	1463	290	30907	None
maxbin_310878.003	76.72	26.67	Gradient Boost (General Model)	11	0.876	6250	254.5911910669975	1402423	0.48	1612	270	38573	None
maxbin_310878.004	74.13	14.22	Gradient Boost (General Model)	11	0.861	7747	234.04341926729987	1197710	0.46	1474	229	133395	None
maxbin_310878.005	93.45	2.01	Gradient Boost (General Model)	11	0.886	32675	240.62357869539198	1357203	0.51	1671	117	160361	None
maxbin_310878.006	48.14	6.74	Gradient Boost (General Model)	11	0.83	6403	238.6345142055419	2453236	0.35	2851	513	75960	None
maxbin_310878.007	88.38	18.82	Gradient Boost (General Model)	11	0.874	30985	259.6277657266811	2048542	0.48	2305	264	139970	None
maxbin_310878.008	92.89	40.84	Gradient Boost (General Model)	11	0.823	62795	267.2855583848672	2673331	0.3	2749	295	426109	None
maxbin_310878.009	78.84	7.59	Gradient Boost (General Model)	11	0.856	4134	269.8146221248631	3442971	0.48	3652	962	18363	None
maxbin_310878.010	93.37	15.56	Gradient Boost (General Model)	11	0.857	5412	250.1162865403148	2719693	0.39	3113	660	32929	None
maxbin_310878.011	3.73	0.43	Neural Network (Specific Model)	11	0.851	3895	213.0261437908497	114678	0.46	153	35	10076	None
maxbin_310878.012	70.32	9.95	Gradient Boost (General Model)	11	0.882	5382	213.68338108882523	2022407	0.49	2792	475	66541	None
maxbin_310878.013	27.66	17.75	Neural Network (Specific Model)	11	0.871	4170	191.09288537549406	2319161	0.52	3542	640	39100	None
maxbin_310878.014	85.45	4.58	Gradient Boost (General Model)	11	0.82	8127	200.5873217922607	2871997	0.42	3928	558	55493	None
maxbin_310878.015	14.28	0.35	Neural Network (Specific Model)	11	0.88	8406	217.22953736654804	414830	0.44	562	78	38032	None
maxbin_310878.016	20.02	0.57	Neural Network (Specific Model)	11	0.867	3918	214.72995461422087	978746	0.44	1322	276	49043	None
maxbin_310878.017	10.35	1.52	Neural Network (Specific Model)	11	0.88	8272	214.4022346368715	261000	0.44	358	49	23633	None
maxbin_310878.018	17.59	3.07	Neural Network (Specific Model)	11	0.908	25429	277.8636363636364	241611	0.43	264	18	55501	None
maxbin_310878.019	8.28	0.11	Neural Network (Specific Model)	11	0.899	22873	268.5833333333333	117795	0.44	132	6	31103	None
