Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1006	65.81	3.98	Gradient Boost (General Model)	11	0.899	3629	238.70047846889952	2490438	0.5	3135	983	34649	None
1058	19.56	0.03	Neural Network (Specific Model)	11	0.895	910	164.59379217273954	407069	0.28	741	451	20423	None
1098	97.72	6.45	Gradient Boost (General Model)	11	0.859	36440	279.4057433997221	2101235	0.27	2159	175	117136	None
1106	80.32	0.0	Gradient Boost (General Model)	11	0.9	40481	334.50061274509807	1817598	0.53	1632	67	174688	None
1114	99.81	0.6	Neural Network (Specific Model)	11	0.868	38953	298.5766223612197	2635380	0.45	2558	114	121571	None
1160	95.24	0.95	Gradient Boost (General Model)	11	0.881	47816	317.9753040914117	2933699	0.54	2713	105	163733	None
1175	79.93	2.32	Neural Network (Specific Model)	11	0.883	13707	289.5082943428328	2307653	0.65	2351	259	53495	None
1204	92.28	1.23	Gradient Boost (General Model)	11	0.915	28791	306.89507959479016	1386924	0.34	1382	73	82073	None
1206	42.45	1.9	Gradient Boost (General Model)	11	0.893	1513	190.89152298850576	1777319	0.47	2784	1411	23379	None
1218	60.51	0.87	Gradient Boost (General Model)	11	0.888	3077	239.85434516523867	2638634	0.55	3268	1197	22711	None
1228	53.35	0.25	Neural Network (Specific Model)	11	0.878	5161	249.687963491158	1492022	0.61	1753	391	39280	None
1250	6.1	0.0	Neural Network (Specific Model)	11	0.894	752	151.18820861678006	223200	0.62	441	284	13181	None
1252	97.65	0.0	Gradient Boost (General Model)	11	0.899	77949	330.80975828111013	2462774	0.52	2234	46	238810	None
1256	85.18	5.57	Gradient Boost (General Model)	11	0.906	7399	280.52334875893985	2202239	0.54	2377	435	24788	None
1270	79.95	0.55	Gradient Boost (General Model)	11	0.904	44848	335.8436911487759	1772230	0.53	1593	58	129040	None
1279	77.87	3.02	Neural Network (Specific Model)	11	0.846	3518	248.9780717020536	2526666	0.66	2873	1059	19695	None
1282	97.5	0.63	Gradient Boost (General Model)	11	0.889	71616	309.02333474756045	2454182	0.57	2357	76	241796	None
12917	9.01	0.02	Neural Network (Specific Model)	11	0.915	40305	365.8616600790514	302753	0.42	253	15	84118	None
1293	97.04	0.64	Gradient Boost (General Model)	11	0.848	33936	300.7687272727273	1460753	0.29	1375	55	124213	None
1320	87.33	2.14	Gradient Boost (General Model)	11	0.911	8757	277.3933923705722	2674155	0.47	2936	460	46330	None
1333	94.57	2.96	Gradient Boost (General Model)	11	0.883	7797	261.2618570474282	1324945	0.27	1497	276	38403	None
1372	87.16	0.98	Neural Network (Specific Model)	11	0.87	33344	290.39226270805216	2221715	0.63	2223	117	120984	None
