Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_19064413.001	29.02	0.2	Neural Network (Specific Model)	11	0.868	38519	319.2088998763906	891257	0.43	809	60	114777	None
maxbin_19064413.002	33.7	0.67	Neural Network (Specific Model)	11	0.913	28911	359.5680832610581	1360322	0.49	1153	89	108970	None
maxbin_19064413.003	47.59	0.06	Neural Network (Specific Model)	11	0.857	41810	332.3428798727128	1461266	0.42	1257	62	105621	None
maxbin_19064413.004	54.33	1.54	Neural Network (Specific Model)	11	0.913	28420	369.9060317460318	1912956	0.44	1575	125	103559	None
maxbin_19064413.005	35.22	4.65	Neural Network (Specific Model)	11	0.87	39031	319.37854251012146	1629168	0.41	1482	143	94687	None
maxbin_19064413.006	28.65	0.09	Neural Network (Specific Model)	11	0.918	17822	359.52513966480444	1260178	0.49	1074	131	55004	None
maxbin_19064413.007	70.35	3.91	Neural Network (Specific Model)	11	0.912	17031	362.76184640522877	2915862	0.48	2448	272	71742	None
maxbin_19064413.008	90.71	17.22	Neural Network (Specific Model)	11	0.881	9615	325.2633215840763	5331177	0.42	4823	878	54066	None
maxbin_19064413.009	68.62	16.54	Gradient Boost (General Model)	11	0.901	5601	288.63102152374444	2805813	0.5	2927	668	55295	None
maxbin_19064413.010	49.63	8.67	Gradient Boost (General Model)	11	0.876	6768	284.74709864603483	2010379	0.42	2068	399	86018	None
maxbin_19064413.011	77.92	6.54	Neural Network (Specific Model)	11	0.891	10168	351.0169050715215	2723940	0.44	2307	369	49372	None
maxbin_19064413.012	94.04	0.05	Neural Network (Specific Model)	11	0.856	11325	330.7673343605547	2254780	0.57	1947	279	44611	None
maxbin_19064413.013	62.11	3.92	Neural Network (Specific Model)	11	0.938	3839	332.8695821944553	2718769	0.47	2561	790	16860	None
maxbin_19064413.014	96.58	6.76	Gradient Boost (General Model)	11	0.884	14380	317.2456204379562	2942958	0.57	2740	376	85578	None
maxbin_19064413.015	54.25	8.8	Gradient Boost (General Model)	11	0.904	4208	288.41070023603464	2423599	0.58	2542	662	52704	None
