Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR2546425_fairy_all_metabat2_short_bin.1	4.14	0.0	Neural Network (Specific Model)	11	0.873	5790	237.1818181818182	214431	0.62	264	49	17803	None
SRR2546425_fairy_all_metabat2_short_bin.10	14.61	0.05	Neural Network (Specific Model)	11	0.929	6243	303.30788804071244	767636	0.69	786	138	26970	None
SRR2546425_fairy_all_metabat2_short_bin.11	8.03	0.02	Neural Network (Specific Model)	11	0.962	3504	268.93939393939394	275654	0.72	330	86	7489	None
SRR2546425_fairy_all_metabat2_short_bin.12	13.88	0.0	Neural Network (Specific Model)	11	0.893	5568	261.8870229007634	573655	0.69	655	131	15193	None
SRR2546425_fairy_all_metabat2_short_bin.13	59.25	0.26	Neural Network (Specific Model)	11	0.838	6304	254.3851968503937	2883283	0.56	3175	577	29734	None
SRR2546425_fairy_all_metabat2_short_bin.14	77.72	46.75	Gradient Boost (General Model)	11	0.894	5374	257.0757662913962	10462011	0.68	12169	2274	25237	None
SRR2546425_fairy_all_metabat2_short_bin.15	46.01	2.65	Gradient Boost (General Model)	11	0.891	5705	253.9404761904762	2362004	0.64	2772	549	23872	None
SRR2546425_fairy_all_metabat2_short_bin.16	14.61	0.04	Neural Network (Specific Model)	11	0.86	5960	221.84055459272096	445135	0.52	577	86	11311	None
SRR2546425_fairy_all_metabat2_short_bin.17	25.97	0.0	Neural Network (Specific Model)	11	0.866	8051	231.60719225449515	578509	0.53	723	102	18602	None
SRR2546425_fairy_all_metabat2_short_bin.18	13.18	0.73	Neural Network (Specific Model)	11	0.872	4025	249.79195561719834	618156	0.63	721	168	14268	None
SRR2546425_fairy_all_metabat2_short_bin.19	21.19	0.0	Neural Network (Specific Model)	11	0.908	4123	237.67194092827003	741137	0.66	948	198	12960	None
SRR2546425_fairy_all_metabat2_short_bin.2	60.68	2.9	Gradient Boost (General Model)	11	0.862	8797	238.2861010830325	1830548	0.52	2216	277	45352	None
SRR2546425_fairy_all_metabat2_short_bin.20	26.81	0.03	Neural Network (Specific Model)	11	0.852	3882	241.1795744680851	994400	0.58	1175	285	12804	None
