Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	94.69	0.04	Gradient Boost (General Model)	11	0.835	155604	331.1616499442586	2131657	0.5	1794	35	616294	None
SemiBin_1.fa	98.0	0.94	Neural Network (Specific Model)	11	0.884	207336	309.1129423170141	2160011	0.53	2063	24	476882	None
SemiBin_10.fa	100.0	0.94	Neural Network (Specific Model)	11	0.871	137205	320.62354788069075	3510430	0.47	3185	40	317424	None
SemiBin_100.fa	8.12	0.06	Neural Network (Specific Model)	11	0.911	28736	295.2980769230769	302484	0.45	312	28	51000	None
SemiBin_102.fa	7.86	0.03	Neural Network (Specific Model)	11	0.859	8794	264.53444180522564	387298	0.55	421	54	48551	None
SemiBin_103.fa	11.7	0.0	Neural Network (Specific Model)	11	0.901	3766	251.7	284333	0.29	340	64	48117	None
SemiBin_105.fa	79.58	1.43	Neural Network (Specific Model)	11	0.894	10328	303.18320258421784	2199120	0.52	2167	273	47182	None
SemiBin_106.fa	94.24	1.54	Gradient Boost (General Model)	11	0.839	11951	293.3148974130241	2346602	0.61	2242	250	46545	None
SemiBin_108.fa	4.77	0.41	Neural Network (Specific Model)	11	0.856	17197	247.36820083682008	413301	0.42	478	39	45342	None
SemiBin_11.fa	97.93	0.22	Gradient Boost (General Model)	11	0.883	138722	325.3813124493654	4084469	0.45	3703	58	299882	None
SemiBin_111.fa	9.53	0.0	Neural Network (Specific Model)	11	0.906	13744	271.82250396196514	565893	0.48	631	60	42875	None
SemiBin_113.fa	5.68	0.0	Neural Network (Specific Model)	11	0.877	6876	217.27478753541075	261516	0.5	353	46	42080	None
SemiBin_116.fa	7.4	0.11	Neural Network (Specific Model)	11	0.862	22005	275.72907488986783	434421	0.49	454	33	41215	None
SemiBin_117.fa	5.8	0.0	Neural Network (Specific Model)	11	0.901	8184	324.45338983050846	254284	0.4	236	35	41135	None
SemiBin_12.fa	99.48	0.15	Gradient Boost (General Model)	11	0.882	183993	325.70193861066235	2737773	0.55	2476	39	295838	None
SemiBin_120.fa	6.73	0.01	Neural Network (Specific Model)	11	0.876	11318	276.0285714285714	395313	0.4	420	47	39951	None
SemiBin_121.fa	8.72	0.17	Neural Network (Specific Model)	11	0.838	11770	237.05670103092783	492058	0.46	582	54	39342	None
SemiBin_122.fa	5.19	0.02	Neural Network (Specific Model)	11	0.869	7627	323.72558139534885	239753	0.6	215	36	39057	None
SemiBin_123.fa	9.72	0.05	Neural Network (Specific Model)	11	0.861	11029	272.07042253521126	335248	0.53	355	41	39042	None
SemiBin_124.fa	16.08	0.46	Neural Network (Specific Model)	11	0.905	6801	252.8731884057971	460867	0.5	552	77	38846	None
SemiBin_125.fa	63.46	0.74	Gradient Boost (General Model)	11	0.881	6485	289.2805241215009	1648089	0.57	1679	286	38729	None
SemiBin_126.fa	8.85	0.29	Neural Network (Specific Model)	11	0.892	8868	289.8516320474777	327361	0.5	337	43	38659	None
SemiBin_128.fa	48.94	0.77	Gradient Boost (General Model)	11	0.893	3745	231.9434306569343	425534	0.27	548	108	37811	None
SemiBin_129.fa	5.69	0.01	Neural Network (Specific Model)	11	0.921	15406	218.39939024390245	231909	0.48	328	28	37061	None
SemiBin_13.fa	100.0	3.38	Neural Network (Specific Model)	11	0.907	176390	305.21743295019155	3156673	0.43	3132	39	295130	None
SemiBin_130.fa	81.98	0.92	Gradient Boost (General Model)	11	0.909	8695	275.15443493921657	2010527	0.48	2221	269	36027	None
SemiBin_132.fa	7.69	0.01	Neural Network (Specific Model)	11	0.904	4219	265.6561085972851	388435	0.5	442	80	35584	None
SemiBin_134.fa	9.89	0.03	Neural Network (Specific Model)	11	0.892	10261	328.3587786259542	577691	0.47	524	68	35484	None
SemiBin_135.fa	6.88	0.07	Neural Network (Specific Model)	11	0.878	11281	296.8951219512195	414587	0.47	410	49	35483	None
SemiBin_137.fa	41.39	0.67	Neural Network (Specific Model)	11	0.886	9521	318.57387140902875	1573978	0.52	1462	209	34346	None
SemiBin_14.fa	97.89	2.52	Gradient Boost (General Model)	11	0.869	44349	313.4510528260067	2922746	0.52	2707	105	287935	None
SemiBin_140.fa	67.65	0.26	Gradient Boost (General Model)	11	0.862	7237	293.11764705882354	1332515	0.5	1309	216	32483	None
SemiBin_141.fa	6.2	0.01	Neural Network (Specific Model)	11	0.928	11437	363.6280991735537	283446	0.5	242	36	32199	None
SemiBin_145.fa	6.38	0.01	Neural Network (Specific Model)	11	0.886	7317	312.1301939058172	380637	0.46	361	61	31814	None
SemiBin_146.fa	63.56	1.52	Neural Network (Specific Model)	11	0.868	8885	293.4159556313993	2372097	0.62	2344	331	31355	None
