Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR6869034_fairy_all_metabat2_short_bin.1	31.84	0.07	Neural Network (Specific Model)	11	0.861	2468	219.82263513513513	1357236	0.58	1776	550	9118	None
SRR6869034_fairy_all_metabat2_short_bin.10	53.67	4.56	Gradient Boost (General Model)	11	0.863	2298	259.0767882187938	2563215	0.67	2852	1106	8686	None
SRR6869034_fairy_all_metabat2_short_bin.11	71.37	15.01	Gradient Boost (General Model)	11	0.865	3050	235.4114795423696	4202994	0.58	5157	1441	25821	None
SRR6869034_fairy_all_metabat2_short_bin.12	45.25	27.75	Gradient Boost (General Model)	11	0.781	2411	129.7669004516579	13289254	0.58	27233	5444	18501	Low confidence prediction - substantial (53%) disagreement between completeness prediction models
SRR6869034_fairy_all_metabat2_short_bin.13	34.23	2.31	Neural Network (Specific Model)	11	0.855	2536	243.45401966454597	1474964	0.54	1729	584	7851	None
SRR6869034_fairy_all_metabat2_short_bin.14	85.36	23.78	Gradient Boost (General Model)	4	0.82	12766	221.72807434622865	18506778	0.49	23135	2089	79509	None
SRR6869034_fairy_all_metabat2_short_bin.15	22.26	0.28	Neural Network (Specific Model)	11	0.843	4228	275.8992197659298	1507287	0.42	1538	397	41378	None
SRR6869034_fairy_all_metabat2_short_bin.16	100.0	0.37	Gradient Boost (General Model)	11	0.9	109977	329.0850604490501	2536526	0.47	2316	42	383192	None
SRR6869034_fairy_all_metabat2_short_bin.17	93.82	1.17	Neural Network (Specific Model)	11	0.906	47238	289.72486155639757	3282660	0.7	3431	149	234566	None
SRR6869034_fairy_all_metabat2_short_bin.18	87.99	5.87	Neural Network (Specific Model)	11	0.815	17988	296.2605729877217	5591159	0.39	5131	479	61690	None
SRR6869034_fairy_all_metabat2_short_bin.19	98.05	66.93	Gradient Boost (General Model)	11	0.898	2978	273.1762144509457	6691389	0.36	7349	2315	23056	None
SRR6869034_fairy_all_metabat2_short_bin.2	5.19	0.0	Neural Network (Specific Model)	11	0.825	11474	445.3071428571429	226599	0.55	140	25	48789	None
SRR6869034_fairy_all_metabat2_short_bin.20	0.33	11.24	Neural Network (Specific Model)	11	0.848	2590	259.0168149940532	22267120	0.51	24383	8726	12700	None
SRR6869034_fairy_all_metabat2_short_bin.21	76.6	1.64	Gradient Boost (General Model)	11	0.888	3295	262.7156833679217	2989791	0.7	3373	980	12422	None
SRR6869034_fairy_all_metabat2_short_bin.22	4.12	0.0	Neural Network (Specific Model)	11	0.82	8105	293.16315789473686	203194	0.41	190	33	20313	None
SRR6869034_fairy_all_metabat2_short_bin.23	67.79	3.18	Neural Network (Specific Model)	11	0.819	3866	258.9344190140845	4302159	0.39	4544	1244	21588	None
SRR6869034_fairy_all_metabat2_short_bin.24	8.0	0.08	Neural Network (Specific Model)	11	0.881	45329	266.3455598455598	466841	0.58	518	18	96458	None
SRR6869034_fairy_all_metabat2_short_bin.25	5.74	0.0	Neural Network (Specific Model)	11	0.832	8094	290.570987654321	338868	0.41	324	54	27376	None
SRR6869034_fairy_all_metabat2_short_bin.26	11.4	0.0	Neural Network (Specific Model)	11	0.918	2157	246.25538461538463	521834	0.67	650	235	7600	None
SRR6869034_fairy_all_metabat2_short_bin.27	48.02	3.01	Gradient Boost (General Model)	11	0.882	8437	284.27506308786417	4206834	0.5	4359	683	63339	None
SRR6869034_fairy_all_metabat2_short_bin.28	82.8	12.27	Neural Network (Specific Model)	11	0.837	3126	245.19762062128223	6639590	0.39	7565	2211	35873	None
SRR6869034_fairy_all_metabat2_short_bin.29	3.84	0.0	Neural Network (Specific Model)	11	0.776	6137	262.25431034482756	234969	0.41	232	40	12990	None
SRR6869034_fairy_all_metabat2_short_bin.3	94.17	0.48	Gradient Boost (General Model)	11	0.921	17128	306.5859220092531	3014467	0.7	3026	267	107936	None
SRR6869034_fairy_all_metabat2_short_bin.30	83.15	4.38	Gradient Boost (General Model)	11	0.928	3803	301.1237272446776	3149306	0.66	3241	906	23644	None
SRR6869034_fairy_all_metabat2_short_bin.31	92.77	25.47	Gradient Boost (General Model)	11	0.862	3776	311.12736510161176	6170226	0.47	5708	1800	35102	None
SRR6869034_fairy_all_metabat2_short_bin.32	24.45	1.44	Neural Network (Specific Model)	11	0.918	2075	246.61042722664735	1110773	0.73	1381	513	7960	None
SRR6869034_fairy_all_metabat2_short_bin.33	63.22	5.19	Neural Network (Specific Model)	11	0.82	4073	250.1846925425207	4192735	0.41	4586	1159	23781	None
SRR6869034_fairy_all_metabat2_short_bin.34	9.52	0.0	Neural Network (Specific Model)	11	0.831	4730	245.60402684563758	263514	0.4	298	71	19457	None
SRR6869034_fairy_all_metabat2_short_bin.35	8.58	0.1	Neural Network (Specific Model)	11	0.838	3942	292.7684210526316	497364	0.43	475	144	15843	None
