Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	98.03	7.48	Neural Network (Specific Model)	11	0.911	1815871	304.1863247863248	2337956	0.37	2340	13	1815871	None
SemiBin_1.fa	100.0	0.8	Neural Network (Specific Model)	11	0.883	117493	319.7970515970516	2208114	0.46	2035	37	524875	None
SemiBin_10.fa	99.78	0.59	Gradient Boost (General Model)	11	0.908	124235	336.91332788225674	2719678	0.53	2446	53	309919	None
SemiBin_100.fa	77.44	1.03	Gradient Boost (General Model)	11	0.834	11909	292.5156475686086	2181473	0.62	2077	249	66030	None
SemiBin_102.fa	10.2	0.0	Neural Network (Specific Model)	11	0.876	27538	300.3159420289855	354291	0.46	345	18	63306	None
SemiBin_103.fa	82.03	1.08	Neural Network (Specific Model)	11	0.871	14894	288.62916328188464	2444371	0.64	2462	234	63115	None
SemiBin_104.fa	8.18	0.07	Neural Network (Specific Model)	11	0.86	14820	271.75221238938053	427068	0.52	452	42	62910	None
SemiBin_105.fa	7.21	0.17	Neural Network (Specific Model)	11	0.87	11576	270.34705882352944	316263	0.47	340	41	62609	None
SemiBin_106.fa	5.34	0.0	Neural Network (Specific Model)	11	0.865	11573	262.7346153846154	235992	0.54	260	28	62522	None
SemiBin_107.fa	6.91	0.0	Neural Network (Specific Model)	11	0.875	21163	229.52513966480447	280972	0.51	358	24	62502	None
SemiBin_108.fa	7.15	0.03	Neural Network (Specific Model)	11	0.888	7500	263.7186440677966	262009	0.57	295	41	16600	None
SemiBin_109.fa	29.33	0.28	Neural Network (Specific Model)	11	0.89	10510	310.75094339622643	1662725	0.5	1590	196	61862	None
SemiBin_11.fa	98.62	0.33	Gradient Boost (General Model)	11	0.881	77667	332.5314912637139	2781814	0.56	2461	66	304609	None
SemiBin_110.fa	7.86	0.01	Neural Network (Specific Model)	11	0.905	7216	233.36608863198458	399275	0.49	519	64	60643	None
SemiBin_113.fa	6.26	0.02	Neural Network (Specific Model)	11	0.847	13314	254.78947368421052	222395	0.42	247	20	58406	None
SemiBin_114.fa	83.57	0.08	Neural Network (Specific Model)	11	0.873	15697	287.3410752688172	2290137	0.55	2325	217	58116	None
SemiBin_115.fa	13.41	0.48	Neural Network (Specific Model)	11	0.884	10270	298.87519260400614	655862	0.53	649	86	57779	None
SemiBin_116.fa	59.61	0.79	Neural Network (Specific Model)	11	0.871	10018	275.6703296703297	1810292	0.63	1911	232	57643	None
SemiBin_117.fa	96.25	1.15	Gradient Boost (General Model)	11	0.865	18447	293.88630259623994	2273847	0.62	2234	174	57275	None
SemiBin_118.fa	7.57	0.13	Neural Network (Specific Model)	11	0.882	15323	269.4066390041494	439744	0.47	482	46	56977	None
SemiBin_119.fa	88.29	0.53	Gradient Boost (General Model)	11	0.866	19264	308.14285714285717	2729822	0.52	2562	220	56877	None
SemiBin_12.fa	98.52	0.68	Gradient Boost (General Model)	11	0.911	90973	338.64302147239266	2902296	0.54	2608	49	300275	None
SemiBin_121.fa	82.78	1.61	Neural Network (Specific Model)	11	0.864	13407	289.1396353166987	2088075	0.58	2084	205	54514	None
SemiBin_122.fa	63.27	1.49	Neural Network (Specific Model)	11	0.865	15177	280.41165999109927	2180624	0.62	2247	205	54209	None
SemiBin_123.fa	86.6	0.59	Gradient Boost (General Model)	11	0.918	12982	292.8354960234408	2279989	0.5	2389	228	52638	None
SemiBin_125.fa	43.1	0.18	Neural Network (Specific Model)	11	0.901	14627	307.119623655914	1518151	0.59	1488	150	51774	None
SemiBin_127.fa	93.93	1.67	Gradient Boost (General Model)	11	0.913	13925	289.37926235212245	1363122	0.34	1437	126	49560	None
SemiBin_128.fa	8.02	0.13	Neural Network (Specific Model)	11	0.906	10989	282.1936416184971	322103	0.48	346	43	49500	None
SemiBin_13.fa	94.66	2.46	Gradient Boost (General Model)	11	0.892	72399	305.7242198100407	3026917	0.61	2948	70	294212	None
SemiBin_130.fa	89.83	2.97	Neural Network (Specific Model)	11	0.894	13974	305.3540286013254	2931681	0.49	2867	289	49048	None
SemiBin_131.fa	75.39	1.29	Neural Network (Specific Model)	11	0.866	9582	296.2828010773374	2664016	0.62	2599	345	49031	None
SemiBin_132.fa	75.89	0.02	Neural Network (Specific Model)	11	0.831	9520	306.0423982869379	2573090	0.66	2335	341	48657	None
SemiBin_133.fa	97.11	2.68	Gradient Boost (General Model)	11	0.895	18571	293.14955489614243	1652388	0.32	1685	130	48180	None
SemiBin_134.fa	94.12	1.93	Gradient Boost (General Model)	11	0.874	16366	290.8238416988417	2065661	0.62	2072	175	48147	None
SemiBin_135.fa	71.69	1.87	Gradient Boost (General Model)	11	0.905	8860	300.52	1764621	0.52	1775	241	48010	None
SemiBin_136.fa	7.62	0.01	Neural Network (Specific Model)	11	0.865	7492	228.3846153846154	276743	0.49	351	42	47906	None
SemiBin_138.fa	5.76	0.0	Neural Network (Specific Model)	11	0.873	34452	274.484	235179	0.41	250	20	46258	None
SemiBin_139.fa	81.33	0.15	Gradient Boost (General Model)	11	0.861	10761	267.76291955247734	1747778	0.57	1877	214	45017	None
SemiBin_14.fa	98.92	1.74	Gradient Boost (General Model)	11	0.866	187223	322.1714285714286	1520632	0.31	1365	12	292212	None
SemiBin_140.fa	83.97	0.78	Neural Network (Specific Model)	11	0.866	15164	326.1669458403127	2019927	0.64	1791	219	44492	None
SemiBin_141.fa	96.56	0.58	Gradient Boost (General Model)	11	0.886	16256	310.8904573687182	1859130	0.54	1771	160	44132	None
SemiBin_142.fa	79.15	0.27	Gradient Boost (General Model)	11	0.896	9456	287.72079772079775	2024556	0.53	2106	261	44117	None
SemiBin_144.fa	56.88	1.33	Neural Network (Specific Model)	11	0.881	8635	282.51130952380953	1612538	0.6	1680	224	43301	None
SemiBin_145.fa	71.83	1.71	Gradient Boost (General Model)	11	0.869	11049	280.6112828438949	2501559	0.61	2588	282	43215	None
SemiBin_147.fa	87.34	0.85	Gradient Boost (General Model)	11	0.896	11006	285.77890173410407	1980521	0.45	2076	242	42588	None
SemiBin_148.fa	7.22	0.03	Neural Network (Specific Model)	11	0.903	10300	350.03389830508473	273857	0.41	236	31	41916	None
SemiBin_149.fa	11.5	0.04	Neural Network (Specific Model)	11	0.875	7915	263.55049504950495	454856	0.45	505	75	41519	None
SemiBin_15.fa	94.74	2.49	Gradient Boost (General Model)	11	0.916	95015	292.9605263157895	1382795	0.33	1444	31	165900	None
SemiBin_151.fa	6.66	0.0	Neural Network (Specific Model)	11	0.912	11432	271.52707581227435	246258	0.44	277	30	41351	None
SemiBin_154.fa	4.89	0.01	Neural Network (Specific Model)	11	0.869	11756	314.88	217088	0.51	200	26	40727	None
SemiBin_158.fa	5.19	0.04	Neural Network (Specific Model)	11	0.895	14048	271.96031746031747	229189	0.58	252	26	38160	None
SemiBin_159.fa	82.92	0.63	Neural Network (Specific Model)	11	0.898	13951	305.67688442211056	2028424	0.49	1990	195	37923	None
SemiBin_16.fa	92.41	0.27	Gradient Boost (General Model)	11	0.908	88648	348.32912087912086	2090365	0.56	1820	47	284920	None
SemiBin_160.fa	9.2	0.03	Neural Network (Specific Model)	11	0.89	11075	263.63498098859316	465434	0.58	526	55	37505	None
