Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR3414585_strobealign_all_metabat2_short_bin.1	79.57	2.6	Gradient Boost (General Model)	11	0.864	6646	248.40585181689477	1821274	0.46	2119	347	34806	None
ERR3414585_strobealign_all_metabat2_short_bin.10	8.6	0.09	Neural Network (Specific Model)	11	0.877	79570	301.3719298245614	293243	0.59	285	5	87901	None
ERR3414585_strobealign_all_metabat2_short_bin.100	100.0	0.01	Neural Network (Specific Model)	11	0.886	172412	321.69433013260175	4754823	0.51	4374	47	595326	None
ERR3414585_strobealign_all_metabat2_short_bin.101	10.26	0.02	Neural Network (Specific Model)	11	0.866	43471	320.06043956043953	402882	0.45	364	16	59819	None
ERR3414585_strobealign_all_metabat2_short_bin.102	92.33	0.06	Gradient Boost (General Model)	11	0.878	42674	317.48193697156034	2815607	0.52	2602	113	140525	None
ERR3414585_strobealign_all_metabat2_short_bin.103	10.67	1.52	Neural Network (Specific Model)	11	0.855	8084	328.7620817843866	309885	0.58	269	43	46025	None
ERR3414585_strobealign_all_metabat2_short_bin.104	92.45	0.45	Neural Network (Specific Model)	11	0.891	53850	329.29318181818184	2920448	0.51	2640	87	151353	None
ERR3414585_strobealign_all_metabat2_short_bin.105	99.19	0.26	Gradient Boost (General Model)	11	0.844	109054	336.1349772874757	1838782	0.52	1541	37	164578	None
ERR3414585_strobealign_all_metabat2_short_bin.106	91.67	2.19	Gradient Boost (General Model)	11	0.902	30766	290.9756468797565	1268827	0.31	1314	58	95190	None
ERR3414585_strobealign_all_metabat2_short_bin.107	92.84	0.64	Gradient Boost (General Model)	11	0.894	45583	334.13740886146945	1996091	0.55	1783	56	205084	None
ERR3414585_strobealign_all_metabat2_short_bin.108	88.97	0.46	Neural Network (Specific Model)	11	0.88	112119	335.76840633737186	2452940	0.65	2146	48	266350	None
