Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
cluster_1	99.91	0.3	Neural Network (Specific Model)	11	0.88	51786	342.4204107830552	3632445	0.45	3116	171	187902	None
cluster_10	99.89	0.37	Neural Network (Specific Model)	11	0.88	23189	307.02743484224965	2282976	0.5	2187	161	74963	None
cluster_11	98.74	0.27	Gradient Boost (General Model)	11	0.906	66244	325.7627756858526	2000683	0.54	1859	67	237319	None
cluster_12	99.75	0.54	Neural Network (Specific Model)	11	0.892	27174	321.53767403767404	2636577	0.42	2442	164	137224	None
cluster_13	94.22	0.23	Neural Network (Specific Model)	11	0.873	39066	324.8973941368078	2054385	0.55	1842	80	152151	None
cluster_14	93.61	1.05	Gradient Boost (General Model)	11	0.904	13579	321.32777179763184	1977512	0.43	1858	205	62859	None
cluster_15	81.51	0.69	Neural Network (Specific Model)	11	0.913	7076	326.8996598639456	2521351	0.59	2352	498	25805	None
cluster_16	73.64	1.19	Neural Network (Specific Model)	11	0.882	5457	292.747	1986860	0.61	2000	457	19987	None
cluster_17	91.29	2.28	Neural Network (Specific Model)	11	0.881	28350	319.107822410148	2053637	0.59	1892	116	85836	None
cluster_18	87.49	1.92	Neural Network (Specific Model)	11	0.847	12097	312.374321880651	3053755	0.42	2765	402	51387	None
cluster_19	82.55	1.25	Gradient Boost (General Model)	11	0.934	5115	301.4864386792453	1639182	0.46	1696	377	22745	None
cluster_2	99.66	0.46	Neural Network (Specific Model)	11	0.871	48160	342.41368078175896	2169132	0.6	1842	75	128970	None
cluster_20	85.7	2.62	Neural Network (Specific Model)	11	0.919	5777	300.43130990415335	2449908	0.42	2504	529	39042	None
cluster_21	87.75	0.63	Neural Network (Specific Model)	11	0.871	27467	319.09028146574616	2066199	0.58	1883	115	111396	None
cluster_22	85.74	5.61	Gradient Boost (General Model)	11	0.881	8054	280.3327085285848	2031620	0.58	2134	369	39073	None
cluster_23	75.43	0.32	Neural Network (Specific Model)	11	0.87	7442	300.4631751227496	1894139	0.6	1833	343	35535	None
cluster_24	79.85	1.14	Neural Network (Specific Model)	11	0.925	6034	368.7075285770595	3027987	0.43	2537	647	35048	None
cluster_25	75.75	0.36	Neural Network (Specific Model)	11	0.931	4904	349.7513368983957	2943147	0.47	2618	704	20421	None
cluster_26	67.96	2.05	Neural Network (Specific Model)	11	0.912	3920	297.6532756489493	1580891	0.42	1618	466	16800	None
cluster_27	87.07	2.31	Neural Network (Specific Model)	11	0.88	21123	311.4836272040302	2105572	0.59	1985	166	56451	None
cluster_28	76.86	1.27	Neural Network (Specific Model)	11	0.909	5002	308.3876567020251	2104961	0.46	2074	499	20610	None
cluster_29	75.49	0.78	Neural Network (Specific Model)	11	0.933	5265	302.90554089709764	1841471	0.45	1895	436	16881	None
cluster_3	99.84	0.23	Neural Network (Specific Model)	11	0.885	36000	348.50923732828045	2490373	0.56	2111	98	132279	None
cluster_30	45.74	1.67	Neural Network (Specific Model)	11	0.923	3039	283.62454498179926	1765698	0.45	1923	605	27224	None
cluster_31	44.85	0.1	Neural Network (Specific Model)	11	0.937	2642	328.3253638253638	1009845	0.38	962	390	10886	None
cluster_4	96.35	0.52	Gradient Boost (General Model)	11	0.865	17814	315.97627118644067	2260558	0.63	2065	213	247321	None
cluster_5	97.71	1.11	Neural Network (Specific Model)	11	0.884	66620	366.4201127819549	2643433	0.5	2128	69	166051	None
cluster_6	99.9	2.3	Neural Network (Specific Model)	11	0.899	11631	330.1815446339017	2194435	0.44	1994	260	53490	None
cluster_7	100.0	0.85	Gradient Boost (General Model)	11	0.903	19004	300.7080163838502	1704708	0.5	1709	139	49905	None
cluster_8	99.21	0.0	Neural Network (Specific Model)	11	0.894	16637	308.21169794849413	2365289	0.52	2291	237	52398	None
cluster_9	100.0	0.38	Gradient Boost (General Model)	11	0.895	11230	318.11494252873564	1758862	0.42	1653	210	62898	None
