Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
cluster_1	95.53	3.03	Gradient Boost (General Model)	11	0.894	25745	312.4023421162693	4997649	0.56	4782	269	91340	None
cluster_10	78.22	0.97	Neural Network (Specific Model)	11	0.87	11963	235.0797052913597	1206427	0.38	1493	149	65262	None
cluster_11	66.87	2.61	Gradient Boost (General Model)	11	0.867	8672	241.7482605945604	1318063	0.51	1581	225	41103	None
cluster_12	52.64	0.69	Gradient Boost (General Model)	11	0.849	4278	242.73350041771096	2047000	0.59	2394	545	18088	None
cluster_13	68.96	0.79	Gradient Boost (General Model)	11	0.87	23732	251.91568296795953	1541454	0.52	1779	90	127663	None
cluster_14	85.76	4.2	Gradient Boost (General Model)	11	0.919	28340	299.63733285146367	5397812	0.69	5534	283	77847	None
cluster_15	62.9	0.13	Neural Network (Specific Model)	11	0.847	6704	204.8804054054054	1070225	0.49	1480	209	37168	None
cluster_16	76.61	0.41	Gradient Boost (General Model)	11	0.849	8795	233.00051599587204	1590112	0.58	1938	241	32491	None
cluster_17	61.28	2.05	Gradient Boost (General Model)	11	0.879	7591	281.4386865059005	1867445	0.61	1949	330	24861	None
cluster_18	81.09	5.02	Neural Network (Specific Model)	11	0.863	7094	234.40355912743973	1416004	0.4	1742	281	36369	None
cluster_19	68.91	2.85	Gradient Boost (General Model)	11	0.876	8547	281.39742410303586	2089807	0.65	2174	355	31862	None
cluster_2	86.44	0.17	Gradient Boost (General Model)	11	0.918	12174	276.4943779470439	2480279	0.67	2757	297	75527	None
cluster_20	73.86	6.15	Gradient Boost (General Model)	11	0.874	24387	249.31218974076117	1546085	0.52	1813	110	68694	None
cluster_21	53.36	0.52	Gradient Boost (General Model)	11	0.915	14404	291.39163090128756	887737	0.65	932	65	58207	None
cluster_22	54.46	5.22	Gradient Boost (General Model)	11	0.939	3868	277.0054015124235	2448057	0.68	2777	704	21028	None
cluster_23	63.25	2.12	Gradient Boost (General Model)	11	0.936	17832	310.2595078299776	2212114	0.65	2235	160	74492	None
cluster_24	64.89	4.24	Gradient Boost (General Model)	11	0.862	4902	229.10286128214415	2194466	0.53	2761	556	38072	None
cluster_25	59.76	4.57	Gradient Boost (General Model)	11	0.868	16008	233.32165948275863	1490884	0.52	1856	151	57242	None
cluster_26	58.55	4.3	Gradient Boost (General Model)	11	0.89	3087	261.0081676136364	2470008	0.66	2816	828	16956	None
cluster_27	56.86	0.34	Gradient Boost (General Model)	11	0.917	7920	267.42904290429044	1583410	0.67	1818	257	27357	None
cluster_28	62.19	7.46	Gradient Boost (General Model)	11	0.906	3158	245.3758226532733	2339766	0.66	2887	786	20905	None
cluster_29	63.55	9.2	Gradient Boost (General Model)	11	0.934	50081	290.2683858643744	1944589	0.66	2094	108	187382	None
cluster_3	80.21	0.23	Gradient Boost (General Model)	11	0.854	18197	307.9439429928741	2272860	0.62	2105	188	58792	None
cluster_30	41.27	4.49	Gradient Boost (General Model)	11	0.882	6971	285.79820895522386	1625407	0.59	1675	310	33279	None
cluster_31	55.63	4.73	Gradient Boost (General Model)	11	0.893	5082	253.96449026345934	2227385	0.68	2619	522	28777	None
cluster_32	57.33	1.52	Gradient Boost (General Model)	11	0.915	21158	278.20924718435094	1533627	0.66	1687	126	55135	None
cluster_33	46.53	8.65	Gradient Boost (General Model)	11	0.924	15513	318.62514827995255	2608923	0.7	2529	199	59061	None
cluster_34	64.44	4.61	Gradient Boost (General Model)	11	0.86	7422	233.1325354609929	1828542	0.52	2256	338	46861	None
cluster_35	47.98	4.07	Gradient Boost (General Model)	11	0.838	3450	205.4642375168691	1086462	0.53	1482	341	11071	None
cluster_36	54.49	5.89	Gradient Boost (General Model)	11	0.846	4160	251.55365566037736	3017351	0.55	3392	853	16840	None
cluster_37	78.38	7.07	Gradient Boost (General Model)	11	0.857	4718	259.83672630063745	4409773	0.56	4863	1133	22547	None
cluster_38	60.19	10.23	Gradient Boost (General Model)	11	0.931	12090	301.18017338861665	2570940	0.69	2653	280	42478	None
cluster_39	47.92	8.18	Gradient Boost (General Model)	11	0.914	4057	255.32542067307693	2781430	0.69	3328	786	20883	None
cluster_4	88.34	1.19	Gradient Boost (General Model)	11	0.871	18013	288.85192458758837	2527078	0.62	2546	246	68712	None
cluster_40	45.65	6.56	Gradient Boost (General Model)	11	0.92	11912	288.54890631448615	2274180	0.7	2423	249	32664	None
cluster_41	58.11	13.3	Gradient Boost (General Model)	11	0.931	6653	286.7914597815293	2779225	0.66	3021	507	23977	None
cluster_5	87.38	1.83	Gradient Boost (General Model)	11	0.941	21451	315.1800632911392	3164004	0.66	3160	233	94658	None
cluster_6	89.47	6.37	Gradient Boost (General Model)	11	0.918	25313	298.12784490025285	3453642	0.66	3559	199	112400	None
cluster_7	93.34	0.84	Gradient Boost (General Model)	11	0.923	58021	325.5276013678554	4323615	0.69	4094	119	156755	None
cluster_8	71.01	2.3	Gradient Boost (General Model)	11	0.895	7511	258.30353319057815	1612452	0.64	1868	289	33032	None
cluster_9	84.8	0.37	Gradient Boost (General Model)	11	0.941	21847	326.1537503890445	3333151	0.69	3213	212	65727	None
